PC7,PC6,PC5,PC4,PC3,PC2,PC1
-0.81344,-0.69639,0.04819,-0.21531,0.80881,-0.34163,0.44107
-0.73096,0.18432,-0.91849,-0.03539,0.97216,0.72634,1.49517
0.14703,-0.53470,-1.26284,0.31753,-1.10301,0.74159,0.92085
0.46394,-0.11946,-0.31487,-0.29287,0.77776,-0.51596,-0.06637
-0.06991,0.12294,-0.61181,1.90557,-0.50583,0.00504,0.04264
-0.18945,-0.92318,-0.11724,-1.06882,-0.08802,-0.51129,1.82688
-0.44834,0.47828,0.15118,0.53541,0.07037,-0.53105,0.35431
0.38783,-0.30700,-0.06256,-0.48822,-0.58709,-0.45659,0.06240
-0.69209,-0.15438,-0.12963,-0.18052,-0.70294,-0.66661,2.18349
0.16480,0.50609,0.50730,0.54381,-0.85801,-0.56742,-1.94654
-1.01194,0.04161,-0.55962,-0.42859,3.77704,-0.40420,2.11160
-0.34409,0.48344,0.27723,-0.55376,0.63407,0.13708,0.43516
-0.52229,-0.28189,-0.18947,-0.68815,0.21436,-0.36634,0.21782
0.14889,0.28387,-0.32519,0.55461,0.02970,-0.69446,0.66029
0.26207,-0.62802,-0.23915,0.65674,-0.82216,1.23603,0.14172
0.24399,0.18960,-0.22319,-1.01404,0.24608,-0.95667,-0.85688
-0.46039,-0.91928,0.92611,-0.59200,-1.66469,-0.02732,-2.79565
-0.19606,-0.24375,-0.20924,0.18824,-0.24494,0.34390,0.12872
0.64003,0.24230,-0.90428,-0.79015,0.60600,-0.24079,-1.24855
0.47158,-0.22481,-0.04115,-0.76609,-0.23291,-0.84092,-0.58595
-0.65194,0.07482,-0.12234,-1.31660,-0.71750,-0.17874,1.57130
-0.64626,0.74070,-0.29595,-0.30296,0.44851,-0.54548,2.76606
0.86775,0.38675,0.00882,-0.43994,1.77776,-0.48977,-1.42606
-0.49115,-0.24168,-0.35759,-0.22683,-0.43616,-0.74613,0.78182
-0.45436,0.26610,-0.27124,1.44228,-0.11850,1.30159,-1.00270
-0.11506,0.04979,0.08540,0.53468,0.15762,-0.72564,0.70967
0.51871,0.27172,0.23121,0.24554,-0.41082,-0.51971,-0.26845
0.00308,0.02949,-0.25553,-1.09959,-1.07010,-0.25020,1.45104
0.18730,-0.83641,-1.27720,0.62800,-0.83934,1.94859,0.03868
-0.71545,1.17151,0.18275,0.49385,-1.26444,-0.19143,-0.99175
-0.39451,0.07574,0.16066,0.03710,0.53657,-0.25956,0.02726
-0.14987,1.02550,-0.12864,0.27335,0.08315,1.32360,0.77465
0.56400,-0.34318,0.06845,-0.66957,-1.18030,-0.94945,-1.29162
0.23566,-0.07703,0.57655,0.20039,-0.42015,0.11001,-0.93308
-0.19325,-0.19840,-0.29131,-0.22981,0.17127,-0.63210,-0.73143
0.69339,0.20591,0.35454,-0.03461,-0.13974,-0.49102,-0.80846
-0.47825,0.20293,1.22638,0.24381,-0.15927,0.38987,-0.86248
-0.04707,0.01974,0.68537,0.65386,0.23464,0.49344,-0.55478
0.12454,0.22441,1.30646,0.49288,-0.64997,1.97773,-2.56138
-0.05549,0.53949,0.60157,-0.73442,-0.22534,-0.06678,-1.88722
-0.87379,-2.18714,0.38152,-0.82791,-2.01206,0.01344,3.47515
0.21303,0.23452,0.45479,0.40085,-0.38994,-0.32431,-0.06379
-0.14371,0.53898,-0.13907,-0.44629,1.16071,-0.52051,-0.94785
0.95456,0.29108,-0.14735,-0.46252,1.73285,-0.54479,-1.83850
-0.32729,1.01013,0.89887,0.04874,-0.10363,0.30610,0.17949
-0.17977,-0.10193,0.36716,-0.17763,-0.51531,-0.32208,-0.44053
0.13273,0.03105,0.13242,-0.17231,-0.26703,-0.72332,-0.54808
-0.23863,0.12294,0.58318,0.75592,1.03528,-0.33923,-1.77775
-0.03681,0.69547,-0.35466,-1.33449,-2.06716,-0.27721,1.03997
-0.06614,-0.07610,0.17876,0.41937,-0.56307,-0.65730,0.64773
0.55690,-1.15438,1.26518,-0.20195,0.29290,2.80529,5.95731
0.96393,-0.17747,-0.17291,-0.82929,0.55860,1.09497,0.75692
0.54255,0.24723,-0.42538,-1.55412,1.04515,-0.89705,-1.95785
0.03003,-0.22022,-0.13489,0.00295,2.28658,-0.02167,-1.99013
-0.20783,-0.23386,0.03611,0.14096,-0.19157,-0.67523,0.94649
0.20024,-0.26161,0.01353,-0.74391,-1.42238,0.29284,2.52120
0.27525,0.34243,-2.44628,1.61105,0.14540,-0.18454,-1.63591
-0.24698,0.45359,-0.82801,0.65660,-0.56979,0.35919,-0.20490
-0.58257,0.05881,-0.12267,1.81275,-1.06005,1.47571,-2.14784
0.27000,-0.10421,0.82635,-1.02902,0.07340,1.51467,-0.91079
0.14926,-0.37265,0.72488,-0.37957,-0.49586,0.84287,0.00746
0.53828,0.19085,0.48321,-0.34011,-0.56300,2.90725,3.47823
-0.10331,-1.03315,0.17309,1.03545,-0.08685,-0.86131,0.90849
-1.77590,0.06539,-0.31107,-0.09287,-0.06336,-0.55742,1.87071
0.59388,-0.26594,-0.02932,-0.39282,1.77967,-0.71396,0.40264
0.01403,0.65423,0.57544,0.14728,0.84794,-0.26769,-2.99524
0.09125,-0.17706,-0.01090,-0.41441,-0.66233,-1.02588,-1.70132
-0.25662,-0.20559,-0.00797,0.63521,0.11078,-0.65895,1.61446
0.06875,-0.20540,-0.12212,-0.55760,-0.11415,-1.01266,-2.58999
0.09539,0.95695,0.23674,0.21352,-0.22434,0.16281,0.24817
-0.80229,0.64575,-0.22134,-0.25423,0.79721,-0.53270,2.33425
-0.74480,1.25858,-0.81690,-1.48453,-0.20385,-0.71614,3.93763
-0.12761,0.39708,-0.00965,0.12730,-0.66142,-0.39713,-0.58172
-0.80881,-0.30044,0.10090,-0.14295,-0.02921,-0.53667,1.08367
0.27689,-0.24734,-0.37550,0.54643,-0.58566,0.79449,-0.68750
0.43285,-0.05699,-0.96568,-0.22040,0.49951,1.91746,-0.18854
0.27406,-0.32005,-0.16216,-0.07938,-0.27401,-0.87053,-0.23863
-0.06225,0.37787,-2.15688,0.56767,-0.28960,-0.69048,-0.53528
0.13274,-0.83337,0.15040,0.69146,-0.24306,-0.38909,0.33117
0.59388,-0.26594,-0.02932,-0.39282,1.77967,-0.71396,0.40264
0.42766,0.57298,0.18663,0.34035,-0.34587,-0.56869,-1.47587
0.02929,0.16189,-0.49379,1.54977,-0.32346,0.03815,0.34186
-0.20665,-0.52244,0.31835,-0.05006,-0.70109,0.79986,0.01941
-0.54649,0.11893,-0.44216,-1.10051,1.60997,-0.25812,-0.08573
0.39677,-0.03457,-0.12320,-1.16725,0.77381,-0.61849,-0.32977
0.39737,0.53040,-1.47336,2.30676,0.07440,-0.48649,-1.28610
-0.79274,-2.04675,0.14324,-1.70009,-1.20236,-0.41808,1.60246
0.08051,-0.52550,0.38879,0.15031,-0.30660,0.71376,0.43995
0.18331,-0.33660,-0.08597,0.16248,-1.60180,-0.78846,1.07483
-0.45131,-1.08138,-0.13049,-0.28183,-0.57752,0.20316,2.71003
0.08830,-0.10301,0.51402,0.49759,-0.17565,-0.06287,-1.05678
0.22200,0.23980,-0.43111,-1.11591,-0.10782,-0.36153,1.20638
0.14320,-0.51744,0.20829,-0.25495,-0.42229,-0.32512,-0.38388
0.42203,-0.58812,0.39989,0.52013,-0.30600,-0.67062,-0.08487
-0.59724,-0.03186,0.29853,-0.09251,0.21855,-0.11890,-2.03526
0.12879,-0.49557,-1.55786,0.55239,-0.15944,-1.02542,-0.56288
0.17210,-0.05308,0.29550,1.12688,1.47645,-0.09907,-1.94392
0.03591,-0.07372,0.03103,0.05619,1.27595,-0.47661,1.86571
0.33574,-0.50028,-0.30736,0.80858,-0.59952,0.36223,-1.74422
0.28224,-0.54511,0.20660,0.57996,0.33694,-0.85212,-0.57311
0.11059,-0.02650,-0.02270,-0.07948,-0.41002,-0.57579,2.44899
-0.19102,-0.86681,0.42525,-0.02952,0.05026,0.70840,-2.36986
0.23189,-0.65829,-0.59072,-0.43284,-0.54056,-0.61163,-2.19414
0.61888,0.27458,1.00074,-0.50817,-0.63148,3.11928,3.70112
0.16110,0.24985,-0.23178,0.14948,-0.51957,-0.21437,-0.65265
0.12380,0.20914,-0.36556,0.94160,1.18452,0.28387,-1.07535
-0.01890,-0.22901,0.17606,-0.17475,0.88890,-0.55731,-0.93787
0.22328,-0.21040,-0.28338,-1.35745,-0.51628,-0.44635,-2.92248
-0.06711,-0.43176,0.26006,0.04475,0.81707,-0.77662,-2.53497
0.96238,0.66967,1.14358,-1.28297,-1.60615,1.28090,6.41528
0.09243,0.28213,1.09068,0.85120,0.43721,0.16481,-0.19364
-0.47227,0.77879,-0.31476,0.88057,6.71859,-0.35685,2.04854
-0.80991,1.42605,-0.73287,-1.23133,-0.08360,-0.64354,4.54774
-0.10412,-0.15121,-0.18719,-0.38445,-0.72157,-0.64103,0.18404
0.63462,0.07908,0.06025,-0.23296,0.72226,-0.73604,-1.72242
0.06038,1.09078,-1.21153,0.55254,-1.34810,1.72150,-1.56830
0.73951,0.27128,0.25234,0.00575,-0.82565,-0.81480,-2.81640
-0.80328,-1.11056,-0.16479,-0.37518,-0.48176,-0.46211,3.06466
0.00207,0.00831,-0.25346,0.21312,0.17807,-0.56206,2.76813
-0.12046,0.09284,0.38458,-0.22981,0.17930,-0.17075,-0.15746
-0.32670,-0.02822,-0.04451,-0.21929,-0.98071,-0.73266,1.63381
0.66560,0.28917,-0.13291,-0.97154,-0.37866,-0.89226,-1.71154
-0.53126,-0.17702,0.12655,0.93467,0.77916,-0.58609,2.31539
0.06058,0.51073,0.38085,-0.57601,-0.79984,3.11282,-1.66477
0.07789,-0.06996,0.40074,0.27824,0.11022,-0.49258,-1.21293
-1.03426,-0.59725,-0.42415,-0.56573,0.31893,-0.42750,0.13202
-0.88490,0.34410,0.00981,-0.67932,-0.71607,-0.00356,1.64691
-0.68038,-0.01662,0.29675,0.09624,0.39281,-0.12452,2.62264
-0.33155,0.00231,0.03904,0.20120,1.48143,-0.45867,1.56587
0.12277,0.04037,-1.86094,1.87277,0.01432,-1.82849,0.43937
-0.56383,0.10754,-0.32932,1.50582,-0.67108,0.03208,-1.99081
0.40997,-0.29851,-0.21529,-1.06212,-1.11189,-0.92114,-1.24427
-0.05805,0.57431,0.09386,0.10107,0.02552,-0.56359,1.46157
0.24819,-0.31204,-0.17395,0.44432,0.01992,-0.54795,0.89401
-0.08871,0.56265,0.07838,0.41699,0.15316,-0.70408,0.35175
0.82790,0.15457,-1.79782,0.03493,0.68508,1.16975,-2.59429
-0.21246,-0.57745,0.07121,-0.64611,0.14467,-0.99909,-2.51963
0.76781,-0.09204,-2.22474,0.32952,0.36224,1.24549,-1.98362
-0.83389,0.30039,0.51366,0.35787,-0.80092,0.49942,-1.62290
0.07383,0.01738,-0.43254,-0.20217,-0.12349,-0.65815,1.22809
-0.14935,0.27356,0.12584,0.12377,-0.22115,-0.30950,-0.14017
-0.80300,1.54499,-0.75834,-1.12332,-0.13080,-0.57188,4.89381
-0.16506,0.06465,0.17757,-0.47032,0.20120,0.14822,-0.92191
0.24132,-0.37030,-0.02234,-0.40914,-0.93006,-0.78067,0.02989
-0.64543,-0.39961,0.98958,1.60651,-0.24459,0.07407,0.66350
-0.42820,-0.24645,0.04612,0.55303,-0.02421,-0.74250,0.03994
-0.10180,-0.47600,0.42175,0.72016,0.00632,0.03990,3.47621
0.69212,0.89296,0.36862,1.48859,0.35650,0.56864,-1.40175
-1.16672,0.33801,-0.10330,0.21599,0.94242,-0.58755,1.11021
-0.18006,-0.16705,0.28277,0.14300,-0.28136,0.76574,-2.49605
-0.17554,0.69633,0.42586,0.19404,-0.10202,-0.03234,0.03909
-0.53669,-0.57772,-0.82916,1.11531,-1.13820,2.00277,-1.79009
-0.49149,0.77495,-0.77632,0.50345,-0.02880,-1.09989,-2.15979
0.28139,0.82001,0.10501,0.80286,1.21021,0.37090,-2.14958
0.12811,0.26615,-0.28427,-0.41306,0.06785,-0.16819,3.18761
0.15851,0.03056,0.03832,-0.36234,-0.22174,-0.23541,-0.55610
-0.68279,0.20241,0.01446,0.08188,-0.51124,-0.82666,-0.07090
-0.03402,0.87583,0.39977,-0.13358,0.24584,0.48048,-4.21363
-0.33767,-0.48694,0.21651,0.23183,0.48373,-0.57066,-3.00914
0.04815,-0.28710,0.58233,-0.22596,-0.40020,0.02050,0.24093
0.45747,-0.04387,0.93016,0.22349,-0.38008,0.52642,-1.89256
0.27869,-0.77581,0.41267,0.47152,-0.34021,-0.56136,-0.10694
0.16195,-0.65132,0.17400,0.82103,0.64092,-0.50961,-0.92336
-0.12159,0.13628,-0.13879,-0.38166,0.28915,-0.90619,-0.77046
-0.32018,0.01524,0.30939,0.11405,-0.48300,0.04099,-0.06566
-0.18600,-0.63299,0.11785,-0.28209,0.37734,-0.92091,-1.97109
0.19847,-0.37897,0.74879,0.04963,-0.35921,0.67538,-2.02153
0.50428,1.24895,0.38564,0.34034,-0.15073,-0.41261,-0.10637
-0.39796,0.01042,-0.08877,-0.41556,0.23297,-0.33403,0.42278
0.48651,0.55505,0.12819,0.62725,0.57049,0.00131,0.26941
-0.18595,-0.14968,0.02157,-0.58686,0.06312,-0.83878,-1.99089
-0.22484,0.27687,0.39091,0.70724,-1.00755,-0.62098,-1.93860
0.11589,0.60556,0.37772,0.28498,0.28671,-0.55148,-1.49240
0.19847,-0.37897,0.74879,0.04963,-0.35921,0.67538,-2.02153
-0.16858,-0.52052,0.02188,-0.47405,-0.97487,-0.56170,-1.37487
-0.55480,-0.06219,0.60875,0.73799,0.42290,0.50706,-0.77500
-0.30347,-0.49931,0.77145,-0.87816,-0.58230,0.72065,-0.93404
-0.43696,-0.00800,0.52337,0.22827,-0.27621,-0.11292,0.17838
0.35414,-0.17710,-0.35808,0.45696,0.08097,-0.05155,0.88689
-0.60817,0.16903,0.19344,0.03749,-0.48802,-0.06200,-1.24543
0.68419,0.28786,-0.04790,-0.30563,-1.19274,-0.41660,2.84266
0.30551,0.91912,0.83166,0.89584,-0.10251,-0.15231,-1.17836
-0.59365,-0.07558,-0.09886,-0.49971,-0.26648,-0.07506,-2.53114
0.27045,-0.40677,-0.70341,-0.68582,0.54735,-0.26866,-1.85086
0.11278,1.43600,-0.81096,-0.79832,-0.15338,-0.68576,-0.49291
0.79644,0.03527,-0.09738,-0.89637,-0.28710,-0.38967,-1.45339
0.02117,-0.47763,-0.29838,-0.49024,0.43085,-0.26448,1.56892
0.25828,0.73927,0.84917,0.90670,0.19075,1.54979,-1.21928
-0.81596,1.19931,-0.08502,0.26013,-0.56575,-0.11141,-2.30330
0.51650,-0.24277,-0.02345,0.35297,-0.89822,1.20557,0.64964
0.41947,0.53171,0.17468,0.04262,0.21850,-0.64030,-1.13486
0.84282,0.17813,-0.40064,-0.16071,0.31737,-0.14713,0.04618
0.27723,0.44609,-0.02373,-0.20489,0.83965,0.09984,-0.82189
0.50229,-0.15557,-0.03818,-0.68428,-0.01194,-0.75166,-0.62448
0.43458,-0.20673,-0.23231,-1.50586,0.79583,-0.68096,0.83694
0.12346,-0.13203,-0.06744,-0.95972,-0.41911,-0.89965,-1.72163
0.18868,-0.45121,0.02529,-0.03522,0.25192,-0.29205,-0.97689
-0.62110,0.03722,-0.67509,1.23538,-0.46910,0.22645,-2.07793
-0.69542,0.15995,-0.62240,-0.45849,-0.57315,-1.06403,-2.76112
-0.45296,-0.38255,-0.33354,-0.75246,1.08129,-0.41782,-2.59769
0.22847,-0.24186,-0.72290,-0.69459,-0.10754,-0.32047,-1.85650
-0.93189,-0.87795,0.12489,-0.35616,-0.23743,-0.44838,-1.29486
-0.23126,0.87233,0.46578,-0.24861,1.08639,-0.00463,-5.43352
0.79238,-0.13527,0.37400,-0.48670,-0.05947,-0.25242,1.42448
-1.32905,-0.31859,-0.80177,-0.66242,-0.16067,-0.77964,1.24895
-0.32795,0.10144,0.29139,0.44491,0.07952,-0.31791,-3.50469
0.20604,-0.22211,0.37133,0.82034,-0.32894,1.58510,-1.14141
0.42647,-0.37616,-0.41397,0.43930,-0.04005,0.09679,0.14456
0.28235,-0.33725,0.11449,0.46000,-0.15588,-0.17952,-0.92599
-0.31435,-0.28385,0.58546,-0.51701,-1.19608,0.02460,-1.70902
0.15617,0.98504,0.16449,0.60993,1.48764,-0.27290,3.69546
0.18687,-0.83511,-0.12132,0.79568,-0.10093,0.52683,-1.35858
-0.29161,0.12293,0.31255,0.05826,-0.43532,-0.19085,-0.21880
0.24787,-0.60137,0.87615,0.37662,-0.11155,1.03407,-1.38282
-0.54988,0.44248,-0.23000,-0.44892,-0.81660,-0.85740,0.67390
0.57828,-0.39177,0.23551,0.37865,-0.77586,-0.30306,-0.44609
-1.30409,-0.79692,-0.45572,-0.78308,0.14221,-0.57796,-0.58018
0.38080,-0.31391,0.03398,-0.19329,-0.62553,-0.51278,-0.68775
-0.24583,-0.58394,-0.39043,-0.72865,-0.90280,2.07206,-1.44013
0.08404,-0.32043,1.68259,0.14015,-0.13065,2.60622,2.97495
-0.07089,-0.17091,-0.19772,-0.19130,-0.10006,-0.77623,0.34411
0.38875,0.05107,0.02641,-0.96751,0.02853,-0.77960,-1.19753
-0.68105,-1.10929,-0.36187,-0.72113,0.02713,1.30281,-0.95758
0.23588,0.91834,0.49554,0.21599,-0.40533,1.09128,1.48420
0.03824,-0.63510,-0.29434,-0.26248,0.49024,0.67160,-0.15821
0.59362,-0.45232,-0.43564,-0.84460,-1.32758,0.27677,-2.28964
0.24247,-0.69115,0.11376,-0.89306,-0.82487,-0.82026,-0.86935
0.06005,-0.80414,-0.09535,0.51559,-0.70413,-0.82562,-0.93540
-0.21252,-1.25617,0.14475,0.38004,-0.06818,-0.23585,4.37793
0.50457,-0.03593,0.30006,-0.01789,-0.70010,4.23166,2.44285
-0.43309,-0.18370,-0.07335,0.53716,0.57651,-0.83826,1.20421
-0.54894,-0.46537,0.56701,0.00324,0.95378,0.39675,3.21013
0.02858,0.32313,-0.05727,-0.10008,0.75419,-0.38177,0.49519
-0.11911,1.09578,0.87746,1.19044,-0.79723,-0.04756,0.38744
0.31457,-0.03502,0.05540,0.03317,-0.17573,-0.74977,1.19978
-0.57285,0.72895,-0.18217,-0.35500,-1.14736,-0.58574,2.76724
0.11503,0.12731,-0.31944,-0.98316,1.29679,-1.05196,-0.82439
-1.08196,-1.18451,-0.21539,-0.31123,-0.09850,-0.68311,2.89490
0.28862,-0.31401,0.42148,0.01004,0.05590,0.00838,-0.52747
-0.58486,-1.02107,-0.22358,-0.21418,-0.42155,0.28260,1.82283
-0.47633,0.29081,-0.11874,-0.25619,-1.12969,-0.61554,2.45376
0.09136,0.48829,-0.20610,0.28030,3.37683,-0.21424,2.93111
-0.17660,-0.49636,-0.12070,-0.54428,-0.40045,1.14851,-0.85736
-0.16034,0.05661,-0.12918,0.67483,2.56468,0.16999,2.24049
-0.20674,-0.62302,0.09368,-0.49765,0.16644,-0.96778,-2.31042
-0.43560,0.13026,0.05649,0.15117,1.38122,-0.40754,1.60772
-0.32947,0.32566,0.60386,0.72491,-0.97946,-0.57646,-1.96300
-0.34278,-0.02151,-0.84001,-1.25320,-1.36026,-0.46498,1.84885
1.11232,0.19923,0.00525,0.03145,0.01825,-0.38327,0.70787
0.10763,0.43703,-0.41506,0.37938,-0.26462,-0.71451,-0.19161
0.00780,0.46805,-0.11910,0.81290,0.23617,1.08518,-1.73927
0.23930,2.10708,-0.47320,-1.16579,-0.73773,-0.70443,-1.65360
0.01624,0.40642,-0.09150,0.40124,0.07750,-0.08415,1.13965
-0.25419,0.54388,-0.25088,-0.35433,1.61290,-0.21590,-0.57291
-0.33293,1.32508,-0.97811,-1.80541,-1.47526,-0.80372,4.27919
-0.01964,0.88819,-0.74587,-1.02205,0.33469,-0.12099,-0.86758
0.10782,-0.01008,-0.18806,-0.87809,0.56059,-0.82536,-0.73224
0.03934,0.14217,-0.02304,-0.14995,-0.38667,-0.65235,-0.94333
0.41213,-0.20109,-0.62123,-0.86656,-0.82535,-0.27003,-1.08378
-0.54124,-0.61546,0.52108,0.04927,-0.93876,-0.50178,-1.06747
0.46560,-0.28217,-0.01404,-0.12833,-0.34567,-1.04258,-1.79909
0.07675,0.39307,0.20359,0.61003,-0.02094,-0.43595,-0.63353
-0.08782,0.19635,0.05859,0.09667,1.77971,0.57698,-1.14735
0.36601,0.34148,-0.69273,-1.44400,-0.25427,-0.14504,2.02260
-0.38882,-0.20607,0.34333,0.88172,0.21917,-0.34544,-0.43511
0.22127,0.97722,0.43366,0.07497,-0.47703,-0.37478,-0.69280
0.11592,-0.14455,-0.18155,-0.06882,1.08126,-0.84099,-1.01722
-1.06484,0.59581,-0.53294,-0.97366,-0.55432,-0.41825,2.13646
-0.01597,-0.36087,-0.34531,-0.77500,0.32810,-0.79108,1.41296
-0.15538,1.08937,-0.17531,-0.44451,-0.23724,-0.57599,0.53744
0.59176,0.06059,-0.10208,-1.05488,0.08097,-0.86877,-0.55435
-0.26361,0.01548,-0.23926,0.60251,-0.16160,-0.05227,0.95055
-0.25849,-0.60250,-0.16150,-0.04954,0.20020,-0.75177,-1.16756
-0.67427,0.58333,-0.71240,-0.30443,3.33276,-0.69121,1.70774
-0.20660,0.15571,0.00532,0.78414,-1.11675,-0.66346,0.02256
0.88376,0.25204,0.06402,-0.20938,0.27437,0.68098,3.50320
-0.32365,0.09870,-0.02311,1.76889,-0.86820,-1.00436,-1.71140
-0.76371,-0.01824,-0.28092,-0.79663,-0.74627,0.21083,2.07358
-0.30643,0.22627,0.45717,0.32010,-0.00505,-0.27848,-0.01607
0.15947,-0.38577,0.60101,-0.08946,-0.09399,-0.38685,-0.97649
-0.18265,0.05195,0.55043,0.25901,0.21627,-0.11318,0.21074
-0.02059,0.71607,0.38958,0.77424,-1.15183,-0.35758,0.29870
-0.21286,0.02601,-0.00266,-0.40542,-0.44592,0.37106,-1.95180
0.79870,-0.15713,-0.07456,-0.72075,0.71163,-0.63902,-0.43949
-0.29928,0.09967,0.25162,-0.22805,0.19786,-0.24258,0.96638
0.21740,-0.27381,0.44079,-0.14941,-0.27409,-0.29112,0.16497
-0.20177,-0.12727,0.43003,-0.46423,0.24117,0.12222,-1.19143
0.60363,0.66633,-0.02737,-0.66190,0.11180,0.02728,1.73404
-0.20518,0.49681,0.01638,0.42593,1.32354,-0.87327,-0.36917
0.40503,0.60684,0.35458,0.16174,0.03364,-0.49453,-1.20227
-0.99992,-0.37305,-0.42106,-0.23451,0.76408,-0.70424,-2.72130
0.49691,0.55430,-0.05150,-0.86777,-1.23673,-0.81885,-1.81295
-0.18425,-0.59525,0.30803,0.98551,0.77050,-0.48614,0.05462
0.43806,0.29818,0.27129,-0.63083,0.94073,0.31695,1.87084
-0.19314,-0.39767,0.41289,0.88844,0.34247,-0.71816,-1.91892
0.02307,-0.06765,-0.41905,-1.19464,1.34675,-1.02924,-0.50840
0.29090,-0.13160,-0.10115,-1.32830,-0.16537,-0.93246,-2.22787
0.06988,0.23598,0.05254,-0.62949,-0.57116,-0.59214,-2.10661
-0.37910,0.26010,-0.11044,-0.17337,-1.27110,-0.66746,1.92491
0.29738,0.50663,0.82434,-1.11633,0.13196,2.15803,-2.04228
0.07073,-0.50178,-0.22744,0.45071,0.89744,-0.99323,-1.87488
0.15536,-0.54850,-1.00435,0.21719,-0.36436,-2.23361,-1.65622
0.22989,0.62203,-0.59953,-0.04603,0.09899,1.82136,1.08465
0.77479,0.00760,-0.22639,-0.69609,1.71772,-0.70336,-0.32501
0.05156,-0.23396,-0.08450,0.29591,-0.23262,-0.95053,-0.82044
-0.55569,-0.19993,-0.29726,-0.27896,-0.42749,-1.03682,0.51857
-0.45685,-0.10806,0.63468,0.38238,0.54951,1.63343,-1.33729
-0.85993,0.38782,0.00354,-0.02243,-1.01221,-0.28723,0.84792
-0.72783,-0.00674,1.68089,-0.51785,0.64146,4.25700,-1.77897
-0.26647,0.49483,-0.75195,0.25673,-0.43226,0.42444,0.53470
-0.84422,0.28923,-0.51536,0.04760,-0.55346,-0.25897,-1.40708
-0.21514,-0.27037,0.45975,-0.30396,0.14146,-0.43953,-2.78705
0.12691,-0.50108,0.58802,-1.49244,-0.65754,0.21071,-0.74556
0.28211,-0.35884,-0.07170,-0.46875,-0.97239,-0.27834,0.53734
-0.00321,0.80265,0.84722,1.35249,-1.01118,-0.18472,0.84775
-0.80597,-0.16400,-0.42042,-1.97358,2.50147,0.65369,0.91816
-0.11790,0.08191,-1.52182,0.57787,-0.13756,1.76494,-0.84970
0.07767,0.80760,0.54905,-0.01019,0.85961,-0.34196,-3.28618
0.22515,-0.62354,0.21796,-0.87720,-0.67145,-0.81928,-2.44944
-0.43292,-0.08443,-0.03591,0.14695,0.03565,-0.79279,0.61796
-0.21775,-0.04425,0.36860,0.38857,0.46048,0.60999,-1.19616
0.35342,-0.86623,0.03705,0.69659,1.32507,-0.60755,0.24174
-0.61233,1.59023,0.48476,0.52423,-0.21610,0.13348,0.15571
-0.51468,-0.97253,0.35201,-0.39580,-0.62612,0.50058,2.76401
0.71714,-0.04879,-0.19533,-1.21981,-0.26066,-0.78186,-0.45338
-0.00290,0.04491,0.38032,0.68390,1.10109,0.02498,2.12040
0.51953,-0.02534,-0.28605,-1.14511,0.04417,-0.85633,-0.18220
-0.19188,0.62736,0.32486,-0.30707,-0.28423,1.39375,0.58830
-0.10265,-0.23886,0.87808,-0.13167,0.11112,2.57183,-0.75707
0.13663,0.56539,0.26211,0.76177,0.36792,1.92239,-0.81491
-0.27405,-0.69693,-0.67116,-1.26223,0.47409,-0.53906,-2.91168
-0.62821,-0.57913,0.55459,-0.19331,-0.36012,0.12711,1.19677
-0.73833,-0.34502,-0.09632,-0.75007,-0.94638,0.22065,1.45521
0.67870,-0.44871,-1.23135,-0.65823,-0.31808,0.71511,-0.75998
0.05265,0.61692,-0.25614,-0.13742,-1.25046,-0.02293,4.57054
0.71804,-0.37560,0.52891,2.21466,0.07718,-0.61941,0.21357
-0.24108,0.15802,-0.49220,0.66304,-1.27051,1.01182,-2.19930
0.12249,-0.14677,-0.11346,0.09271,-0.20680,0.65405,-1.79918
-0.56185,-0.13204,0.58711,-0.04509,-0.19880,-0.01525,-1.80217
0.03778,0.09982,0.77748,-1.47835,-0.57509,7.33575,-0.78276
0.45215,-0.03619,-0.02667,-0.29473,0.11716,-0.63383,0.44835
0.33701,-0.73793,0.57715,0.80676,-0.31016,-0.54421,-1.33128
-0.18469,0.68961,0.11509,-0.27130,1.95692,-0.21705,-0.51238
-0.77448,-0.27841,0.49350,-0.02078,1.00029,0.07453,0.91549
-0.17308,-0.01548,0.28403,-0.44816,-0.25390,0.24021,-0.65703
0.40946,0.16048,-0.18329,-0.30050,0.57008,-0.67714,0.15396
-0.04793,0.14978,0.29362,-0.09122,-0.75739,1.36123,-0.23752
-0.18875,-0.45337,-0.19359,0.42695,-0.15152,-0.48707,1.61937
-0.36395,0.94065,-0.08628,0.13490,0.85385,-0.13151,-0.32332
0.21254,0.54056,-0.21813,0.71019,1.13233,0.32623,-2.50692
0.15303,-0.35203,0.12004,-0.18835,-1.38350,-0.63766,0.83282
0.69866,0.18201,0.22566,0.16497,-0.59858,-0.75712,-0.31012
-0.51708,0.12191,-0.17363,-0.11570,-0.49167,-0.10123,0.96346
0.50434,0.53622,0.71053,2.55226,-0.11437,0.79861,7.73008
0.19074,0.44509,0.24208,0.36184,-0.30911,-0.49182,-0.81903
-0.31229,-0.49292,0.40352,-0.78925,-0.35147,1.31434,-0.91914
0.11875,0.26165,-0.87413,-1.97973,0.21049,-0.06914,1.69699
-0.16005,-0.13011,-0.02469,0.07419,0.04984,-0.79575,0.94807
0.14827,-0.15589,-0.37399,0.40970,-0.25729,0.10067,-1.95739
