PC7,PC6,PC5,PC4,PC3,PC2,PC1
0.48809,-1.12950,0.70043,1.52143,-0.25491,-0.07455,0.56280
0.05607,-0.18277,0.03341,0.43255,-0.26112,-0.74205,-0.84264
0.36739,-0.01019,0.04364,-0.85487,0.16629,-0.67571,-0.49926
0.84282,0.17813,-0.40064,-0.16071,0.31737,-0.14713,0.04618
0.60982,0.53735,-0.63819,-0.20124,0.91595,-0.20251,-0.10268
-0.30816,0.09263,2.13635,-0.17991,0.25358,2.56307,-0.68569
-0.16976,-0.42154,-1.53682,0.54034,-0.37284,1.64885,-0.63168
0.74953,-0.06230,-0.00491,-1.19282,-0.84477,-0.75611,-1.61931
-0.37477,-0.03067,0.43771,0.09832,-0.47256,-0.14137,-0.07125
-0.29348,0.55533,-1.11915,-0.27256,-0.24635,-0.20215,-0.06885
0.75458,0.14072,0.02430,-0.94280,-0.23371,-0.37877,0.19797
0.64112,0.13612,0.96334,0.32402,-0.49119,0.11357,-2.06724
-0.00724,-0.35518,-0.61576,0.02429,0.18521,-1.09957,-0.99615
0.68419,0.28786,-0.04790,-0.30563,-1.19274,-0.41660,2.84266
-0.42249,0.97228,0.13915,-0.37273,0.03398,-0.23820,0.09500
-0.42783,0.27508,0.11199,0.59967,0.00810,-0.51100,2.61304
-0.15514,-0.64065,0.10474,0.09024,-0.52204,-0.35363,-0.23067
-0.50801,-0.02707,0.06218,-1.20162,-0.57592,-0.66132,-3.81506
-0.13536,0.94442,-0.37384,-1.53853,0.03460,-0.68280,-0.08283
0.51849,2.67662,-0.99357,-0.56373,-0.70811,-0.16926,2.72748
-0.35774,-0.10699,-0.33618,-1.05127,1.41086,-0.27333,0.85408
-0.09876,-0.24451,-0.60650,1.44316,-0.47130,0.34578,-0.95867
0.09042,0.30713,0.23266,-0.35999,0.18370,0.10177,0.02206
0.19996,-0.65367,-0.39138,1.25165,-0.34876,-0.64641,-0.01156
0.23142,-0.03164,-0.08578,-1.06599,-0.32198,-0.54964,-0.68745
0.50750,-0.05646,0.53078,-0.52801,0.51962,0.99018,0.09540
-0.87145,0.23042,0.05517,0.63724,0.46716,-0.49505,1.60669
-0.15455,-0.24226,0.45236,0.39255,-0.07871,0.15261,-0.87969
-0.12634,1.18781,0.48509,1.11827,-1.12045,0.15167,-0.27229
0.41808,0.49501,0.30356,0.03215,0.47951,-0.51422,-1.68786
-0.06721,0.80949,0.89684,0.78885,0.05027,0.18545,-3.37898
0.26910,-0.79088,0.43533,0.80583,-0.49896,-0.88948,-1.57548
0.08817,-0.12093,0.29688,0.01440,0.89538,-0.73013,-1.79304
-0.17541,-0.49576,0.35465,1.67915,0.32719,-0.38851,0.05769
0.00756,1.19594,0.44247,-0.31192,-0.15023,0.15989,0.13933
-0.03892,-0.66775,-0.25934,-0.85751,0.09108,-0.51048,0.12321
-0.34379,-0.12095,0.49367,-0.38954,1.31712,-0.29771,-2.69997
0.34615,0.52974,0.08009,0.60333,1.51852,-0.48760,-1.01856
-0.83165,-0.06225,-0.34160,-0.73502,0.57118,-0.23971,1.35869
-0.68263,-0.89834,-0.20769,-0.20809,-0.46588,-0.57034,2.60524
0.00200,1.23577,-0.49311,0.41115,-0.70917,-0.49714,0.47341
0.05308,-0.50725,-0.12300,0.41649,-0.80973,-0.88419,-1.21788
-0.53520,1.36998,-0.78276,-1.48152,-0.43552,-0.67661,3.83202
0.01892,0.10522,0.29558,0.64768,-0.65057,-0.72226,-1.94972
0.22521,-0.19254,0.03489,-0.42839,-0.85904,-0.34114,0.23502
0.05139,-0.20152,-0.75156,-0.40868,-0.40587,0.70876,-1.35483
0.24016,-0.90075,0.57348,1.10807,-1.16804,-0.68049,0.45521
-0.56938,0.54852,-2.04958,0.97591,-1.14439,2.04894,-0.76412
0.97399,-0.46050,0.16973,-0.97272,-0.02823,-0.48418,-0.01774
0.76127,-0.07553,-0.22329,-0.79764,0.71252,-0.28983,-0.41568
-0.44275,0.54950,-0.26959,-0.01053,0.24285,0.51512,-1.57467
-0.34253,0.24451,0.12315,0.22632,-1.06799,-0.39203,0.66436
-0.00821,0.13766,0.29973,0.00250,0.16430,-0.37332,0.00479
-0.28391,-0.15078,0.36607,0.07648,-0.40011,0.00947,-2.84591
0.22606,0.59304,0.24126,0.25159,0.17732,-0.27164,-0.14235
-0.73557,-0.32263,-0.45416,0.14760,1.88245,1.64820,2.50609
-0.00502,-0.25047,-0.29470,-0.34730,-0.50416,-0.86607,-0.65455
0.23492,-0.11935,0.72982,0.16140,-0.57284,0.16503,-0.17104
-0.41236,0.43616,0.29709,0.60933,-1.23277,0.56765,-1.48525
-0.54913,-0.22860,-0.35414,-0.37164,1.70361,-0.08764,1.59932
0.32821,-0.32741,0.61660,0.32534,-0.21015,0.79005,-1.68812
-0.32539,0.31838,-0.31165,-1.38974,0.49961,0.01998,2.06448
0.08009,0.26634,-0.43060,0.84475,0.11722,-0.23895,-0.90000
1.99268,1.91267,-0.01888,-0.62430,-1.21751,0.23997,4.19708
-0.47889,-0.03901,-0.16083,-0.05807,-0.33288,-0.93104,0.49835
-0.00107,-1.10368,-0.28285,-0.51043,2.95556,0.09643,1.81618
0.10690,1.07043,-0.87307,0.61563,-1.24979,-1.17130,-1.38279
-0.30788,0.31312,0.01583,0.44746,-0.21519,0.05421,-0.22491
0.12383,0.07539,-1.03063,1.03061,-0.40282,-0.13431,-1.95169
-0.06765,0.11133,-0.17303,0.40441,-0.85777,-0.21237,0.75057
0.39625,-0.14851,-0.09840,-0.62926,-0.29519,-0.68946,0.04697
-0.53901,0.00449,-0.75960,-0.43270,-0.36751,-0.41977,0.32233
-0.42150,0.56280,0.03233,-0.26330,0.60383,2.36923,-0.50262
-0.02059,0.71607,0.38958,0.77424,-1.15183,-0.35758,0.29870
0.42229,-0.18772,0.00371,0.62131,0.18447,-0.00265,-0.86356
-0.31089,0.53870,0.30205,0.39371,-0.71065,-0.39932,0.26253
0.38783,-0.30700,-0.06256,-0.48822,-0.58709,-0.45659,0.06240
0.45164,-0.11867,-0.06349,-0.94577,-0.78590,-0.39116,1.81216
-0.26906,0.20408,0.33110,0.33201,-0.20829,-0.18627,1.16949
0.23164,0.76272,-0.08611,1.18356,-0.01927,0.65917,-3.02653
0.00725,-0.34583,-0.03793,-0.82776,-0.33891,-0.95633,-1.31125
0.04069,1.06710,0.44382,-0.06064,-0.07285,0.24595,0.31198
0.24548,-0.11893,0.64924,0.48752,-0.62367,-0.29890,-0.35794
0.41717,0.34797,0.05501,0.01046,1.95745,-0.51799,-0.13098
0.42093,0.04272,0.23305,0.33102,-1.24886,-0.69430,-0.60116
-0.02936,-0.38487,0.04555,-0.42175,-0.10376,-0.90628,-1.46822
-0.04424,0.29435,0.27117,0.02405,-0.61272,-0.52881,-0.38818
0.18677,-0.12758,-0.03044,-0.54596,-0.03668,-1.01012,-2.37996
0.06946,-0.37055,-0.31009,0.22034,-0.54852,-0.67908,-0.80704
0.14464,0.29128,0.20749,-0.74278,0.25320,0.47588,1.52333
-0.45781,-0.40966,0.38993,0.80339,0.61984,-0.63244,-0.65328
-0.01034,0.44943,-0.28273,-0.69330,0.39160,-1.06104,-0.78607
0.22467,-1.23424,0.28080,-0.44389,-0.37920,0.33165,3.75477
-0.32624,0.93600,-0.11409,-0.63523,0.29589,-0.77428,-0.55350
0.72274,0.24721,-0.16181,-0.96302,-0.54716,-0.97567,-1.74186
-0.12610,-0.78037,-0.17415,-0.32214,1.07459,-0.34655,2.89816
0.36350,0.06182,-0.12159,0.78064,1.01548,-1.00408,-1.31758
0.38952,0.84103,0.15662,0.93625,0.53019,0.90045,-2.39101
-0.30556,0.77994,-0.65570,-0.57180,-0.70448,-0.24745,4.08442
0.63425,0.02479,-0.55055,-0.10423,1.41722,-0.24450,3.72980
-0.31234,0.62351,0.40716,1.15149,-0.18129,-0.29971,-1.46617
0.14384,0.21686,-0.28112,0.96740,0.16839,-0.23922,-1.61167
-0.32348,0.62669,-0.13832,-0.41156,-0.49083,-0.43671,0.35588
0.03713,0.03091,-0.37909,0.23360,0.75706,1.26450,-0.89499
-0.67618,-0.07526,-0.18199,0.10451,-0.45844,-0.90224,1.23223
-1.16530,0.04842,-0.65121,-1.50402,0.15499,-0.68611,2.68056
-0.35076,-0.27751,0.53933,0.23095,-0.24904,-0.08641,-1.55940
-0.14262,0.34439,-0.30536,-0.24254,2.16665,-0.73825,1.23087
0.47215,-0.22432,0.22790,0.14704,0.02603,1.01010,-1.13919
-0.40182,0.28376,0.16510,0.11947,0.51355,-0.60059,0.00249
-0.18217,0.86789,-0.58000,-1.54667,1.35475,-0.29699,0.05399
-0.04797,-0.18212,-0.11438,-0.20688,0.14330,-0.58044,0.98884
0.25291,0.51296,0.04178,-0.34117,-0.76636,-0.38908,0.12723
0.40181,-0.35776,0.21108,0.04816,-0.21249,-0.99546,-2.14202
-1.10444,0.39490,-0.27534,-1.19358,-0.62028,-0.78069,-3.89336
-0.09012,0.26554,0.07185,-0.25989,0.57923,-0.46173,0.07986
0.81179,-0.02586,0.02537,-0.75742,-0.81107,-1.04585,-2.21355
-0.67443,0.44631,-0.47764,-0.34003,-0.55912,-0.96956,1.09278
0.24063,-0.43095,0.38774,0.37289,0.16912,-0.53926,-0.64821
-0.48813,-0.14629,-0.02809,0.04158,-0.42259,-0.80343,0.93424
-0.55598,0.15084,-0.64041,1.91553,-0.51501,0.12993,-2.02153
-0.14613,0.26970,-0.17135,-0.46461,0.55345,-0.81946,-0.25572
-0.06175,-0.29327,-0.30990,-0.53933,0.18876,-0.88926,-1.80490
0.61886,-0.29278,-0.00329,-0.46192,0.22815,-0.22835,0.30679
-0.88490,0.34410,0.00981,-0.67932,-0.71607,-0.00356,1.64691
0.29129,0.37809,0.19754,-0.28007,-0.36522,0.88253,-0.90182
0.44052,-0.14584,0.17328,-0.51073,0.37552,-0.36213,-0.64688
-0.40864,-0.66796,-0.04894,-0.36202,0.21900,-0.76000,0.16679
-0.70803,0.22315,-0.04907,-0.05818,-1.04026,-0.82793,-1.91220
-0.14987,1.02550,-0.12864,0.27335,0.08315,1.32360,0.77465
0.66780,0.26568,0.05601,-0.11394,0.59368,-0.81315,-1.98819
0.13882,-0.31599,-0.07218,-0.31281,-0.38759,-0.40372,0.42155
-0.13618,0.60041,0.29451,0.82824,0.46102,-0.47806,0.80324
0.31623,-0.62152,0.36268,1.05799,-0.96522,-0.67070,0.46539
0.28168,0.21723,0.32984,0.07030,1.73992,0.01003,-1.81548
-0.95850,1.33016,-0.97863,-1.03610,0.95338,-0.69501,4.46767
0.07957,0.47365,-0.69560,-0.88272,0.36396,-0.64090,1.24690
0.09319,0.54769,0.20339,0.39203,0.24546,-0.63417,0.40576
-0.16784,0.23939,-0.24155,1.71328,-0.86139,0.34735,-1.67258
0.20398,-0.22055,0.13998,-0.36757,-1.07591,-0.94936,-1.23045
0.17298,-0.27244,-1.17029,-0.55429,-0.02150,0.19319,-1.62564
1.04837,0.04187,0.88030,-1.61485,1.39439,1.36516,0.12087
-0.31255,-0.36773,0.85632,-1.09767,-0.69605,1.80732,-1.21794
-0.55608,-0.54584,-0.04261,-0.06364,-0.46354,-0.62626,1.88077
0.34999,-0.71094,-1.31657,1.02591,-0.75729,2.46474,0.49740
-0.38081,0.07939,0.52168,-0.25704,-0.34211,0.09637,0.02019
0.29084,-0.45689,0.13216,-1.16318,-1.19417,-0.50368,0.40294
0.15851,0.03056,0.03832,-0.36234,-0.22174,-0.23541,-0.55610
0.09215,-0.38854,0.17933,-0.88883,-0.67583,-0.82232,-1.25276
0.52147,0.13674,0.15354,0.13582,-0.20867,-0.66943,-0.38284
-0.27079,-0.79545,0.61461,0.62074,0.15651,0.53714,3.49298
0.00105,-0.22549,0.27233,1.52151,-0.00406,0.54073,0.68997
1.21213,0.83251,-0.83214,2.73453,-0.29839,-0.23939,-0.92568
-0.92329,-1.15849,0.30532,0.29227,-0.27977,-0.52815,1.54693
0.92462,-0.01573,0.18832,-0.60992,1.14552,-0.79021,-1.90548
0.52616,0.03678,-0.04142,-0.95194,1.94074,-0.13535,-1.68657
0.39333,0.47054,-0.26663,-0.66826,0.39016,-0.15514,2.52070
0.03473,1.11326,-0.05453,0.40078,-2.13466,-1.13228,-1.28799
-0.15455,-0.24226,0.45236,0.39255,-0.07871,0.15261,-0.87969
0.34450,-0.19199,0.23081,0.15489,-0.38257,-0.59288,0.95044
0.00876,-0.29877,1.36795,-0.03865,-0.06969,1.46210,-1.40376
-0.47379,0.53076,-0.12631,-0.19377,-1.11897,-0.58864,2.31346
0.35868,0.38761,-0.00151,1.41906,0.09394,0.74646,-0.94714
-0.28684,0.20308,0.08805,0.00670,0.06647,-0.23640,-0.14525
0.13285,-0.78526,-0.17760,-0.25941,0.07414,-0.48933,-0.70722
-0.28717,-0.02126,0.74719,0.25956,1.01656,2.58231,-0.56818
-0.13416,-0.01662,-0.00223,-0.09696,-0.15353,-0.23546,-0.23388
0.34990,-0.52244,-0.16674,-0.41495,-0.43628,-1.07641,-1.70905
0.16686,-0.00835,0.68935,0.60590,0.01360,-0.33841,-1.03626
0.02019,-0.08359,0.22565,-0.07929,0.47679,-0.48262,-1.16977
0.11179,-0.32431,0.07602,1.71819,-0.50335,0.11562,-1.40954
0.44981,0.17184,-0.24574,0.05689,0.23765,0.19206,-0.16374
-0.21506,0.05067,0.13441,-0.12284,0.23053,-0.29513,-1.22243
0.97399,-0.46050,0.16973,-0.97272,-0.02823,-0.48418,-0.01774
-0.45725,0.78674,-2.08231,0.78964,-0.14131,2.27626,-1.13362
-0.41768,0.48616,-0.40199,0.17502,0.08293,-0.25198,-1.52404
-0.00302,0.78173,0.69351,1.12054,-0.77300,-0.17267,0.94923
0.02000,-0.53488,0.18405,-0.01010,-0.34807,-0.58086,-1.00784
-0.25000,-0.00718,0.26643,0.32953,-1.47006,-0.60159,0.98760
0.19692,-0.20095,-0.18624,-0.74400,1.94530,-0.96992,-1.31667
-0.12212,0.21945,0.51489,1.14795,-0.61831,0.07051,-1.31841
-0.84333,-0.26449,0.14367,-0.05363,0.30165,-0.34313,-2.16726
-0.15514,-0.64065,0.10474,0.09024,-0.52204,-0.35363,-0.23067
0.05273,0.61176,0.11229,0.09472,-0.10918,-0.47344,-0.90958
-1.11217,-1.37606,0.18115,1.27162,0.22637,-0.37971,0.46924
-0.10673,-0.61063,-0.30137,-0.69206,-2.57079,-0.71400,2.13146
0.13150,-0.04769,0.58658,0.65845,0.14536,0.67935,0.39196
0.51402,0.18745,0.23124,0.73113,0.25555,-0.44573,0.56332
0.22335,-0.68529,-0.54018,0.84201,0.48971,-0.97050,-1.31079
0.32849,0.00713,-0.34998,-1.17877,0.20629,-0.64920,0.23669
0.56423,0.47484,0.28998,-0.10436,0.98981,-0.60481,-0.82139
0.91015,0.27127,0.13536,0.05946,0.23394,0.14971,-0.05949
-0.06256,0.01594,0.00935,0.02464,-0.37061,-0.79889,0.60654
0.12815,-0.74840,0.46294,0.89994,-0.39240,-0.79892,-0.20682
-0.35201,-0.76331,0.15508,-0.31160,-0.40521,-0.48573,-0.77688
0.18548,-0.14102,-0.21487,0.75254,0.10204,-0.28152,-0.90048
0.01842,0.90695,0.61231,0.17365,0.62934,-0.29399,-3.55860
-0.12969,0.14847,0.04003,0.04257,-1.14999,-0.82528,-0.38262
-0.32290,-0.79376,-0.53263,1.86839,0.42499,1.82261,0.11237
-0.10282,-1.26675,-0.48975,0.37713,-0.52947,-1.09638,-1.23358
0.15865,-0.44212,-0.00637,-0.11624,-0.29484,0.64632,0.16107
0.46413,-0.08819,-1.04825,-0.10312,0.36498,0.41064,-0.31026
1.04252,-1.09151,0.15833,-1.12398,1.21055,0.17355,1.63861
-0.22672,-0.14059,1.52122,-0.13927,0.07101,2.21050,-1.20732
-0.26342,0.15572,-0.33676,-0.63411,-0.02992,-1.04643,-0.83974
0.11114,-0.26500,0.29817,0.40495,0.01065,-0.12580,-0.44385
0.47518,0.11742,-0.22345,-1.01139,0.16439,-0.70782,-0.38540
-0.11624,0.22500,0.08746,-0.30846,-0.26608,-0.55351,1.70139
-0.29959,-0.05963,0.79799,-0.18659,0.24103,-0.26477,-2.71801
-0.12514,-0.09952,0.26488,0.49866,-0.12368,0.10425,-1.00147
-0.61630,-0.09583,1.30938,-0.02943,0.57439,2.56742,-1.40085
0.34049,-0.17980,0.37820,-0.12307,-0.96288,-0.10124,2.33605
-0.30527,0.76492,-0.86953,0.35634,0.21145,0.25996,-0.41677
0.81470,0.02202,1.28065,-0.18060,-0.48086,6.12324,3.10114
-1.03376,-0.28695,-0.14977,-0.34992,-0.52894,-1.01858,-2.11644
0.41115,0.41455,-0.08177,0.38443,-0.47237,0.35054,-0.79346
0.22041,0.17376,-0.71927,0.44176,0.18799,-0.63798,1.91058
0.25898,-0.66317,0.28672,-0.33627,-1.67069,-0.91712,-1.40436
1.78292,-0.53281,-0.28210,-1.72735,1.51436,0.39482,0.89609
-1.29942,-0.54997,-0.19696,0.23325,-0.47870,-0.47837,-0.17684
0.22562,-0.67968,0.32645,0.56442,-0.27597,-0.38660,-0.83406
-0.11269,-0.43139,-1.10021,0.18676,0.13764,-0.42074,-0.66607
0.06407,0.22920,0.69286,0.88247,-0.06583,0.91322,0.17849
0.39758,-0.07561,-0.26145,-0.27485,0.19587,-0.54099,-1.63402
0.25688,0.77255,0.09954,0.10876,0.64444,-0.42944,-1.00754
-0.13531,1.00528,-0.15371,-0.51928,0.11043,-0.62607,0.26824
0.73478,-0.17391,-0.07488,-0.91957,-0.35623,-0.86396,-1.07100
-0.35073,-0.53249,-0.63572,0.42948,1.63243,0.29827,-0.45178
-0.72485,-0.67328,-0.31029,0.07503,1.30571,0.05770,3.84012
0.20906,0.15700,0.05379,0.34637,0.74525,-0.94364,-2.23986
-0.94652,-0.25645,0.11166,-0.00292,0.03688,-0.82891,-2.62559
-1.24339,0.79425,0.01403,0.67325,-2.18587,-0.68309,1.55756
0.00236,0.04739,-0.26988,0.96494,-0.24580,0.30064,-0.42866
-0.44355,0.28079,-0.00114,-0.67790,0.57617,-0.53284,-1.26296
0.21478,0.71200,-0.34573,-0.92160,-3.56091,-0.19334,2.23847
0.45226,-0.02734,-0.15517,-0.91160,0.10190,-0.52001,-0.64066
-0.18581,-0.12947,0.48848,-0.30324,-0.48790,2.21125,-0.93532
0.00414,-0.35591,0.23581,-0.27801,-0.05446,-0.32003,-1.12030
-0.32220,0.18861,-0.00860,0.20171,-1.04028,-0.06758,0.66181
-0.16860,-0.56532,-0.16743,-0.41069,0.78112,-0.41344,-1.46612
0.17748,-0.07407,-0.37811,-0.04474,-0.55064,-0.05338,1.85744
0.01192,0.37581,0.30511,0.43140,1.39043,-0.29271,-0.48920
0.05268,-0.13583,0.25495,0.61516,-0.33856,-0.50138,-0.80119
0.30290,0.52279,0.41266,0.17980,-0.38887,-0.57601,-0.91796
0.20213,-0.47503,0.56596,0.28548,-1.41350,-0.04753,0.03835
-0.03565,0.20019,-0.36510,-1.07387,1.38604,-0.95119,-1.42141
-0.60675,0.33042,0.12865,-0.04948,-0.42514,0.22202,-1.08866
0.11549,0.46294,-0.09655,0.44480,3.37256,-0.07364,3.52890
-0.22449,-0.56204,-0.06890,-0.47129,0.11591,0.24259,-1.48010
0.32893,-0.70508,-0.70364,1.12755,0.15300,-0.91177,-0.81379
0.16500,0.21453,-0.07984,2.02386,-0.05352,-0.07767,0.85546
0.51198,-0.35168,-0.32155,-1.12533,-0.09714,-0.92116,-0.27388
0.33729,-0.07325,-0.18747,-0.61233,-0.30797,-0.65222,0.16380
0.12746,-0.66422,0.36813,0.79064,0.10944,-0.82009,-0.50315
-0.33839,0.32041,-0.18616,0.54036,-0.36694,0.40011,-0.48699
0.31853,0.36353,0.30514,0.47647,0.86275,-0.31562,0.68156
0.05538,-0.51666,-0.06614,-0.65937,-0.21351,-0.02558,2.02901
0.12877,-1.77925,0.65389,0.82253,-0.13724,0.25182,6.75990
-0.36204,0.56943,-0.01710,-0.49950,0.21444,-0.53652,0.36780
0.08934,-0.16741,0.15413,-0.50567,-1.34286,0.63736,-1.09431
-0.33337,1.06324,-0.13862,0.05877,-0.26157,-0.67619,-0.34102
-0.31265,-0.10799,-0.38014,-0.33884,0.44258,-0.58164,1.30717
0.33304,-0.57157,-0.53515,-0.50418,1.27172,-0.55598,0.12104
-0.13188,0.91847,-0.45512,0.55882,-0.38240,0.18876,0.38323
-0.43377,0.74895,-0.12657,0.15222,0.24527,-0.40103,-2.37011
-0.11829,0.08626,-0.57807,0.50518,-0.49593,-0.59989,-1.52431
-0.02837,0.14573,-0.21876,0.14860,3.34361,-0.39208,3.01270
-0.06966,-0.24507,-0.16764,0.18262,0.08381,-0.83027,-0.79208
0.44412,1.07851,0.39746,2.53139,-0.21125,0.23942,-1.27129
-0.24300,-0.60690,-3.64824,-0.66166,-1.92660,2.80401,1.80170
-0.06525,-0.38723,0.10157,-0.10511,-0.64035,0.14159,-0.12048
-0.48369,-0.58291,-1.88790,0.45545,-0.54765,2.30675,-0.41688
-0.28733,0.39793,-0.31542,1.51107,0.85002,0.62313,-0.81985
0.03772,-0.50560,0.15078,0.20446,-0.36903,-0.86496,-0.51780
0.79854,-0.08277,-0.06929,-0.96989,-0.52085,-0.87394,-1.28607
-0.17101,-0.47000,-0.07483,-0.39918,-0.68594,-0.96614,-1.48824
0.32249,0.59546,0.39620,0.80651,-1.37351,-0.35634,1.33984
0.10632,-0.57429,0.43770,1.21472,0.57727,-0.71697,-0.61650
-0.38914,-0.00323,0.22212,-0.17565,0.80116,-0.33966,0.67639
0.32249,0.59546,0.39620,0.80651,-1.37351,-0.35634,1.33984
0.36418,0.56083,0.45028,1.57205,1.15437,-0.06876,1.46678
0.30307,-0.20272,0.09448,0.24388,-0.07933,-0.08368,0.52975
0.34467,0.60751,0.34417,0.01494,-0.32119,-0.61973,-0.89629
-0.05301,0.14008,-0.26992,0.55166,-0.24573,-0.80861,-1.00828
0.41213,-0.20109,-0.62123,-0.86656,-0.82535,-0.27003,-1.08378
-0.69601,0.42415,-0.05173,0.51825,0.89385,-0.68116,1.88747
-0.08638,-0.56369,0.08297,-1.12603,-0.06241,-0.52125,1.17311
0.22278,-0.37537,1.19638,-0.23601,-0.61667,0.75593,-0.89343
-0.41156,-0.11503,0.01476,0.10946,-0.44345,-0.84535,0.91671
-0.22861,0.46555,-0.25506,0.08857,-0.29301,-1.03744,-1.38318
-0.80843,-0.12030,-0.16131,0.07306,-0.48144,-0.64567,2.10333
-0.43875,0.32008,-0.09140,0.52266,2.09779,-0.51565,2.59004
-0.37003,0.13576,1.01599,2.20823,-0.50473,0.06364,0.30438
0.24657,-0.15086,0.39150,0.14733,-0.31434,0.47168,-0.76276
-0.42829,0.43070,0.18506,-0.22622,0.30873,0.11489,-2.14835
-0.15289,0.38298,0.56372,0.64627,0.19322,-0.04766,0.31641
-0.04150,0.26177,0.30128,0.07349,-0.79584,-0.46889,-0.27046
-0.21638,0.46983,-0.41465,-1.57346,0.70998,-0.35544,1.33010
0.04576,-0.86016,0.06030,0.63360,-0.05169,-0.76065,0.30238
0.00597,-0.14965,0.33684,1.37030,-0.21204,0.64885,0.75569
0.49843,-0.40508,0.68496,1.00445,0.52705,-0.51770,-1.35773
-0.40799,0.20350,0.03228,0.29476,0.68591,-0.06087,2.27777
-0.12719,0.58160,-0.08189,0.31710,0.60654,0.03263,1.27950
0.17293,-0.49979,0.50165,0.74361,-0.32672,0.14513,0.95561
0.43648,-0.04324,0.15129,-0.45906,0.33558,-0.54878,-0.56259
-0.07855,0.13339,0.22741,0.26948,-0.89234,-0.48834,1.63513
-0.19803,0.46229,-0.38655,-0.44204,0.53152,-0.10260,-0.32814
0.32025,-1.52849,0.14394,-0.14988,-0.45342,-0.15701,4.60740
-0.32377,-0.27751,0.07440,-0.06820,-0.73978,-0.43140,-1.39291
0.21845,0.50023,0.02380,0.05090,-0.43861,-0.16339,-1.64629
0.05137,-0.22118,0.11936,-0.20447,0.94549,-0.58623,-0.69046
-0.53520,1.36998,-0.78276,-1.48152,-0.43552,-0.67661,3.83202
0.12185,0.18807,0.35067,-0.01060,-0.07046,-0.35737,0.18019
1.32549,-0.28097,-0.67763,-0.99256,1.60308,0.42694,-1.76511
-0.26618,0.89832,-0.15530,-0.54714,-0.48625,-0.72103,0.22581
1.13641,0.50510,-0.59688,-0.22730,1.45354,-0.02954,4.40861
0.50600,-0.01766,-0.33424,-1.35588,0.11527,-0.49915,0.08639
0.03235,0.97777,0.27752,0.20663,0.67663,-0.45241,-3.10744
0.27412,0.24812,0.30206,0.21907,-0.36424,-0.67342,-0.23471
0.30658,-0.49183,0.35492,0.84674,-0.68384,0.61322,1.26834
0.29624,-0.27247,0.93086,0.07294,-0.28052,0.32592,-1.69824
-1.26554,0.14139,-0.07823,-0.02426,-1.04987,-0.64044,1.80977
-0.03002,-1.40384,-0.43043,0.71547,-0.38674,-1.04349,-0.52127
-0.64333,0.39272,-0.17025,0.37175,-0.00569,0.94255,-1.33628
0.56571,-0.34993,-0.06992,-1.38881,-0.45862,-0.74119,0.64414
-0.52075,0.76113,-0.51933,0.13153,0.20330,0.49257,-2.19799
0.51393,0.12662,0.22755,-0.02261,-0.42727,-0.64974,-0.61131
0.33506,-0.84975,0.55230,0.60085,-0.55466,0.31604,0.78090
0.79599,-0.39061,-0.38397,-1.41833,-1.29123,-0.55890,-0.07720
-0.32245,-0.36799,-0.35391,-0.32052,-0.03632,1.41830,-0.64551
0.17996,0.07417,-0.40941,-0.32273,1.63059,-0.03575,1.85219
0.14789,-0.06967,0.22413,-0.40597,-0.50418,-0.27407,0.59029
-0.01261,0.95474,-0.48399,-1.37891,0.30768,-0.39544,-0.55301
0.19917,-1.04187,0.14770,-0.27735,-0.47326,-0.56154,-0.58886
-0.16203,0.28413,0.05958,-0.26318,-0.32565,-0.53613,1.69943
0.38531,-0.11829,-0.05958,-1.22296,0.11507,-0.76230,-0.65347
-0.12327,0.18933,0.29484,0.78933,-0.27107,1.60822,-1.63844
-0.07197,-0.72219,-0.64604,0.33823,-0.00162,1.11279,-1.14507
0.30231,-0.40258,0.41186,0.25339,-0.10778,-0.50270,-0.60286
0.81052,1.12323,0.51774,0.14282,-1.60405,-0.49804,-1.52084
0.31784,-0.36321,0.08889,0.46310,0.24192,-0.95675,0.13207
-0.17098,0.64557,-0.39872,0.07479,-0.56604,-0.33427,-1.30830
0.20664,0.72806,0.43145,-0.09987,0.58593,-0.39867,-3.07103
-0.18945,-0.92318,-0.11724,-1.06882,-0.08802,-0.51129,1.82688
0.51645,0.11642,0.09268,-0.00903,-0.07633,-0.66537,-0.70872
0.66488,-0.14796,0.37435,0.62115,0.37458,-0.19538,3.55429
0.63436,-0.29332,0.17118,-0.52699,-0.22431,-0.37360,0.37227
-0.28840,-0.62049,-0.18275,0.64421,0.05377,-0.78224,0.59233
-0.95850,1.33016,-0.97863,-1.03610,0.95338,-0.69501,4.46767
-0.56916,-0.28464,0.38954,-0.39223,0.49268,0.09980,1.84974
0.53049,0.75170,-0.90602,-0.22100,-0.24834,2.42866,2.48696
0.44083,0.70405,0.28138,0.32413,0.41469,-0.33707,-1.32220
-0.16807,1.24689,0.24957,0.15177,0.12122,-0.44340,0.77150
-0.04511,-0.05338,-0.96443,0.23219,0.34838,-0.92360,-1.65800
0.10269,0.50682,0.83733,-0.66078,-1.41789,0.50259,2.27436
0.05070,0.20529,2.14293,-0.60848,-0.23510,2.16029,-0.02580
0.47310,0.62892,-0.09769,0.43917,-0.07133,-0.71394,2.27538
0.30581,-0.17959,0.04004,0.34825,0.27555,-0.58341,1.06237
-0.05873,-0.17731,0.01470,-0.09505,0.43914,0.25563,0.17003
-0.19438,0.25837,0.31948,0.08954,-0.11638,1.67646,0.55595
