ETIQ,PC9,PC8,PC7,PC6,PC5,PC4,PC3,PC2,PC1
"9",-0.62908,0.06960,0.07745,0.10638,0.89680,1.33987,-0.26181,-0.34731,3.47537
"9",-0.36440,0.48453,-0.13735,0.12292,0.45743,-0.47974,-1.10804,0.34676,1.69690
"9",-0.17675,-0.15187,0.16089,-0.06714,0.18165,0.01584,-1.08995,0.11762,0.31667
"9",0.12619,-0.06129,0.12305,0.38418,-0.05749,0.87574,-0.56853,-0.33449,-0.77736
"9",-0.65129,-0.05785,0.40287,-0.25531,-0.56134,-0.81979,-1.23054,0.99082,-0.89682
"9",0.27037,0.81811,0.74083,-0.77290,0.68914,1.01728,0.49332,1.58998,7.27745
"9",-0.06226,-0.46384,0.11545,0.08840,0.13756,0.69709,1.20331,-1.17891,2.51861
"9",0.68296,-0.54429,0.56238,-0.63076,0.05740,-0.34876,-0.32541,-0.18651,-0.64859
"9",0.25146,0.24383,-0.44377,0.69423,-2.41459,-0.71194,-0.60720,-0.22047,2.81992
"9",-0.48011,0.14625,0.18536,-1.13040,-0.77864,-1.85639,1.13831,-0.97571,1.32204
"9",-0.57814,0.53967,-0.18078,0.71519,0.09790,-0.64039,-0.58060,-0.24448,-1.70233
"9",-0.28153,-0.43767,-0.08833,-0.47586,1.27674,-0.94148,0.96813,-1.09188,-1.44132
"9",-0.08398,-0.04200,-0.70924,0.43582,0.17142,1.47836,0.30623,-0.05200,0.10527
"9",-0.06963,0.53421,-0.64856,0.26804,-0.36299,1.15873,1.11834,0.54898,-0.32026
"9",-0.27357,0.21652,-0.32511,0.37297,-0.52378,0.65204,0.23866,-0.04932,-1.10771
"9",-1.00919,-0.50671,0.24843,-0.17946,-0.34025,-1.40459,-0.39521,-0.28594,-2.30729
"9",1.21125,0.51994,0.34298,0.91538,-0.67188,0.42790,0.61270,1.59172,4.45212
"9",-0.25613,0.11556,0.06518,0.29686,-0.80987,-0.56297,0.56661,-1.03075,2.38541
"9",0.33391,-0.48303,-0.00481,-0.00414,-0.23024,0.13276,0.86935,-1.12473,0.87191
"9",-0.21239,-0.32369,0.41821,0.51500,-0.68058,-0.15814,0.27641,0.16454,-0.71701
"9",-0.20233,0.60964,-0.05447,0.70875,0.00463,0.02057,-0.18351,0.07409,3.43982
"9",0.53797,-0.14039,-0.19285,-0.17500,0.66970,-0.62281,-1.28945,-0.24333,-1.00356
"9",-0.00326,0.30646,-0.51554,1.35107,-0.83956,0.94322,-0.36525,-1.02438,-2.18186
"9",0.32280,0.24298,0.14702,-0.96198,-1.29309,0.81221,-1.00221,0.45673,1.85723
"9",0.61821,0.07921,0.39005,-0.97061,1.82753,0.61198,-1.16509,-0.06674,3.40248
"9",-0.20909,0.15762,-0.17538,0.40583,-0.44449,-0.41790,0.14583,-1.23015,-1.49766
"9",-0.53412,-0.36694,-0.78409,-0.66900,0.50614,-1.03849,1.52938,-1.33904,3.17705
"9",0.00613,-0.01956,-0.66132,-0.48927,-1.05424,1.22519,-0.32696,0.51392,-1.64328
"9",-0.24946,0.25579,-0.01460,0.24801,-0.48520,-0.64590,0.22358,-0.87347,2.19946
"9",-0.02324,0.07690,0.02020,-0.03615,0.79844,-0.18679,0.98765,-1.49630,-0.03642
"9",0.09535,0.68849,-0.28499,0.02518,-0.23468,1.39613,-0.77324,-0.98874,-0.71574
"9",-0.36631,0.37540,0.29997,0.02974,-0.15481,0.44459,-0.36590,-0.15516,0.90003
"9",-0.72457,-0.39880,-0.01935,-0.81580,2.13188,0.75974,-0.49518,-0.69282,2.45216
"9",-0.19098,0.61692,0.20150,-1.44037,1.39577,-2.07876,2.02278,-1.03798,-0.84074
"9",-0.62750,0.00630,-0.25174,0.38045,0.44657,0.16316,-0.89800,-0.16820,0.55069
"9",0.01076,-0.19473,0.25465,-0.28759,-0.29503,-0.20930,0.25683,0.95324,-1.74486
"9",0.02174,-0.24200,-0.07300,0.18002,0.41832,0.63905,-0.90356,-0.36379,2.34357
"9",0.03463,-0.11019,-0.20127,0.92792,0.10020,1.53563,-0.09424,-0.91160,-0.84654
"9",-0.38516,0.74490,0.39162,-0.04604,-0.12731,0.91081,-0.57376,0.12529,1.89160
"9",0.14294,0.16651,-1.53369,0.34554,-0.39025,0.76975,1.11597,2.31563,-0.66835
"9",0.12042,-0.18213,-3.26023,-0.93718,-1.12337,-1.12677,0.73583,1.66106,-1.17777
"9",0.17993,0.06133,0.35633,1.04300,0.42412,-1.41009,-0.97175,0.98159,-0.61753
"9",0.04964,0.03794,0.46080,0.03797,0.00384,0.46241,-0.50879,-0.15384,-1.31722
"9",0.50615,0.58762,0.80353,-1.71820,0.25266,-2.95541,1.42695,-1.73202,-0.60854
"9",-0.39493,0.09030,0.81524,-0.89480,-1.20094,-0.53039,-0.15664,-0.04947,-2.65680
"9",0.67571,-0.36341,-0.77939,0.65938,2.35432,-0.41203,-1.01026,-0.21988,-2.77196
"9",0.48744,-0.50712,0.71062,-0.32713,-0.95113,0.88952,-0.07348,-0.10096,0.12155
"9",0.34769,-0.40148,-0.15781,0.41291,1.44429,1.01962,0.59429,-0.96662,-0.97834
"9",0.59929,0.35648,0.24088,-1.35174,-0.51745,-1.88582,2.12131,-1.12540,0.88063
"9",-0.31183,-0.45732,0.19135,0.20056,-1.06428,-0.07053,1.25704,-1.25417,2.48072
"9",-0.43585,-0.52100,-0.38417,-0.87657,-0.13517,-0.62944,-0.68224,0.75689,-1.75394
"9",0.77560,-0.45741,-0.80200,-0.04238,0.31378,-0.37353,0.67411,0.48995,0.44145
"9",0.64571,-0.47967,0.01927,0.04893,1.36264,-0.93264,-1.23613,-0.50582,-2.08520
"9",-0.95896,-0.33398,0.30745,0.69432,0.44012,3.14655,1.93872,0.02859,-2.04335
"9",0.59402,-1.00430,0.03513,0.51620,-1.05212,-0.14618,-0.65840,1.30196,3.19428
"9",-0.47641,-0.34359,-0.11244,-0.38725,-0.06340,-0.90160,1.05286,-0.98481,2.13340
"9",-0.37608,-0.00772,0.03126,0.40010,-0.11426,1.86690,0.33528,-0.50182,0.71830
"9",-0.15718,0.27625,0.02912,0.35831,0.53404,-0.05510,-0.85603,-0.27584,-0.73838
"9",0.40608,-0.14823,0.10462,0.27906,-1.44557,-0.03383,1.89149,-1.65326,-0.81162
"9",0.17878,0.30728,-0.24203,-0.00395,-0.06392,1.44230,1.80188,-1.25793,-0.21810
"9",-0.02838,0.02480,-0.31475,-0.62505,-1.56261,0.80922,-0.43729,1.47124,-2.29639
"9",0.22832,0.86938,-0.93184,-0.99310,-0.55597,1.10613,0.11091,1.54271,-0.54147
"9",0.46253,0.48441,0.78621,-0.88110,0.30086,1.02791,-0.05876,0.70886,6.93511
"9",0.37430,0.32776,-0.37956,1.68024,-0.96011,0.39270,0.72707,-1.28793,-0.22671
"9",0.40991,-0.53865,0.17111,0.13563,-1.29555,0.14524,-0.94152,-0.17815,2.82656
"9",0.56936,0.45303,0.00509,0.89528,-1.14918,-1.68594,-0.10199,-0.73319,-0.36695
"9",0.56186,-0.61804,-0.16124,0.78495,1.82372,-0.44006,-0.48384,-0.80053,-2.80904
"9",0.09776,0.39290,-0.20346,-0.94699,-0.05748,-0.57514,1.58128,2.82807,-1.26826
"9",-0.26797,0.13317,0.04406,-0.12686,0.69711,0.70852,-0.60753,0.27580,0.69518
"9",0.82112,-0.05480,0.17678,0.92362,0.33129,-1.07158,0.50953,-0.60243,0.12379
"9",-0.12554,0.14106,2.32206,0.03820,0.03922,-0.41375,1.00085,1.70537,-0.89498
"9",0.13486,-0.43075,0.23092,0.93577,-1.14895,-0.26306,-0.72450,0.88833,0.60607
"9",-0.09956,-0.28103,-0.82332,1.41108,-0.57583,0.89232,0.97667,-0.11748,0.42934
"9",0.19261,-0.33364,0.44142,0.65926,-0.76877,-0.54752,-0.60957,0.44799,1.31757
"9",-0.28777,0.18428,0.56330,0.54969,-0.82821,-0.05753,-0.89629,0.08619,-0.94493
"9",-0.12446,-0.01201,0.07841,0.68061,1.22706,0.57921,3.26452,-1.84667,-1.94315
"9",0.10914,-1.00046,0.72626,-0.31146,0.48291,-0.56198,-0.06036,0.12758,0.57950
"9",0.43298,-0.53158,0.82872,-0.82481,-0.03257,-0.77112,0.55367,-0.60281,-0.02595
"9",0.22512,-0.11708,0.37130,-0.80878,-0.78245,0.44992,-1.12663,0.16916,1.56363
"9",-0.29795,-0.13484,1.02234,2.04272,0.88374,-1.15146,5.65727,11.59381,-0.55860
"9",-0.05029,-0.50282,0.60093,-0.18136,1.72436,0.51762,-0.37270,0.29245,-1.65927
"9",-0.70239,-0.19092,-0.39615,-0.57328,2.42133,0.36594,-0.73205,0.03322,2.22192
"9",-0.23535,-1.07553,0.07235,-0.63203,-1.08775,-0.51423,-1.29843,0.67079,-0.21021
"9",0.14780,0.07159,-0.10181,0.13837,0.77160,-0.34489,1.36176,-1.35535,-0.16359
"9",-0.46662,-0.50716,-0.80000,0.82733,1.29009,-1.17578,-0.11684,-0.16285,1.88835
"9",-0.12930,-0.12634,-0.13340,-0.59010,0.38468,0.57689,0.26055,2.72084,-2.34117
"9",0.33958,0.62919,0.10043,0.01360,-0.45413,-0.91642,0.07506,2.19318,-1.57089
"9",-0.17698,-0.58031,-0.43517,0.34183,0.56239,0.06931,-0.26695,0.06130,1.91331
"9",0.19193,0.57338,0.50106,-0.53886,-0.16443,0.41042,-1.24092,0.08544,0.71726
"9",-0.28070,-0.11644,-0.52677,-0.38958,-1.08060,-1.41707,3.29905,-1.40105,1.01483
"9",-0.33211,-0.16007,0.41931,0.19163,0.22716,1.13933,0.09803,-0.22615,-0.08296
"9",0.48433,-0.33908,0.24444,-0.33054,-0.14523,0.12087,-0.82111,-0.23217,-1.62082
"9",0.22512,-0.38216,-0.19280,0.26579,1.18737,-0.75043,-1.08954,0.45415,-0.50982
"9",-0.28551,-0.67678,-0.72971,-1.12639,-0.07513,-0.56977,-0.93291,-0.17605,-1.78186
"9",-0.11172,0.52008,-0.77568,0.50896,0.60907,-1.66598,-0.60191,-0.21181,-2.38453
"9",0.08891,-0.15746,-0.42230,1.06840,-0.06414,-0.36809,-0.28783,-0.48827,0.24978
"9",0.15096,0.23351,-0.09940,0.18287,0.36927,-1.02438,-0.56379,-0.43087,2.50004
"9",-0.01395,-0.21273,-0.34472,1.24189,-0.91572,1.39858,1.25920,-0.71251,0.62647
"9",-0.22614,-0.19353,0.54225,-1.35306,-1.07968,0.50624,-0.59228,-0.08609,-0.49153
"9",0.05483,0.33453,-1.11345,0.06969,0.09173,-0.57382,0.03768,2.27465,-0.39958
"9",0.39182,-0.31558,0.28802,-0.30475,0.00946,0.78200,1.79713,-1.44049,0.59562
"9",-0.57729,0.43075,-0.76115,0.45913,0.03526,-0.62595,0.79095,2.41869,1.89392
"9",-0.09992,0.46308,0.28975,0.99619,-0.74608,0.22324,-0.13355,-0.37527,-1.36353
"9",-0.70928,0.05007,-0.24028,0.27235,0.88081,0.55477,-0.04158,-1.05759,-0.04618
"9",0.19515,0.04858,0.58633,-0.07014,-0.28217,0.37455,-0.67121,0.32661,0.33896
"9",-0.03365,-0.37345,-1.14267,-1.33233,0.12913,0.07432,-0.15560,0.15815,0.52199
"9",0.24621,0.02552,0.19610,0.18340,0.92321,1.03481,-0.06518,-0.39960,3.13190
"9",-0.46470,-0.11100,-0.21700,0.64967,-0.28993,-0.35113,1.81301,-1.71793,1.51688
"9",-0.04326,0.12838,-0.21560,1.00286,0.69587,-0.39779,-0.87388,-0.44237,0.21151
"9",-0.00701,0.11345,-0.53111,0.21769,1.93233,-0.82713,-0.94304,0.70166,-0.93663
"9",-0.02738,0.38398,-0.14587,0.58194,-0.99145,0.56334,0.40253,-0.45531,-0.66989
"9",0.29360,0.48397,0.07861,0.40740,-0.45541,-0.45897,-0.11183,2.18463,-1.68720
"9",-0.00891,0.43104,-0.59226,0.08414,-0.01652,-0.05068,2.09730,-0.89580,1.13651
"9",-0.16314,-0.23385,-0.02885,0.58537,-0.13034,1.96815,0.25179,-0.68880,0.96060
"9",-0.05560,-0.93583,1.43981,1.44890,0.33358,-1.15823,0.26078,3.32764,-0.68878
"9",0.49243,-0.65800,0.61174,-0.75951,-0.19236,-0.97011,0.18752,-0.31111,-0.14134
"9",-0.15785,-0.10626,-0.52197,1.45094,-0.41601,0.49930,-0.10173,-1.03276,-1.10156
"9",0.54614,-0.55081,0.78367,-1.18523,0.11454,-0.78876,0.14708,-0.55568,1.06700
"9",-0.01521,-0.36945,-0.22865,0.79914,0.20438,0.74090,0.01045,-1.08256,-0.98778
"9",-0.42495,-0.16667,0.20807,-0.39075,0.44179,1.74706,0.23171,-0.05417,-2.75871
"9",-0.06830,-0.06536,0.64646,0.34313,-0.23474,0.51738,-0.64125,0.40684,-1.73450
"9",0.14191,0.56326,-0.29102,-0.50801,-0.40033,0.16907,-1.03250,-0.30434,0.00794
"9",0.34977,0.63426,0.62165,-1.16612,-0.70940,0.09046,-1.94411,0.27759,-1.25345
"9",-0.43590,0.05380,-0.37590,1.29566,0.01659,0.83653,-0.06348,-1.05770,-1.47808
"9",-0.48118,0.08889,0.63642,0.53594,-0.66894,-0.04701,-0.79418,0.75395,-0.58812
"9",-0.09990,0.32110,-0.25486,-0.52399,-0.40938,0.01293,-0.49548,-0.27982,-0.78101
"9",0.46462,-0.02350,0.20830,-0.58376,-0.36132,-0.27142,-0.98139,0.78111,1.32798
"9",0.16909,0.27421,0.27236,0.04336,-0.02459,1.19193,1.73232,-1.61217,-0.20948
"9",0.48392,0.45636,0.20213,-0.46221,0.47526,-0.26859,-1.22499,-0.62363,-2.37584
"9",-0.22378,0.16411,1.22974,-0.40856,0.51969,-0.18443,-0.58510,1.37283,-1.45464
"9",0.79735,-1.03149,-0.25739,0.62770,-0.73851,0.14818,-0.01043,1.15282,4.92872
"9",0.41899,-0.50316,-0.34244,-1.33665,0.80695,1.26774,-0.01029,-0.87521,-1.60226
"9",0.04225,-0.60290,-0.06307,0.94989,-1.40717,-0.73466,-0.90820,-0.16008,3.17475
"9",0.61831,-0.68588,0.80119,-0.76741,-0.13437,-0.97596,-0.63722,-0.19764,0.22240
"9",-0.06398,0.23075,-0.22787,1.50898,-0.36575,0.71713,0.81505,-1.14336,-0.52108
"9",-0.01418,0.37944,-0.28083,-0.12452,0.30239,2.41368,-0.01809,-0.87876,-1.84547
"9",-0.06749,0.00906,0.77529,-1.82302,-0.86502,0.19216,-0.23664,-0.35697,-1.63408
"9",0.59206,-0.18481,-0.60521,-0.44948,1.46268,0.17850,-0.91053,0.65558,4.33915
"9",0.10028,0.05959,-0.07977,0.20287,0.28322,-0.62622,-0.10795,0.07070,2.26626
"9",-0.32837,0.39824,-0.30085,0.37811,-0.34598,-0.32795,-1.36417,-0.19952,-0.54835
"9",0.22974,0.40178,0.29533,0.57416,-0.31364,-0.29905,-0.20609,2.19221,-1.94531
"9",-0.80035,-0.62422,-0.24888,-0.39728,0.29493,-1.74314,1.13933,-1.40695,3.46786
"9",-0.37949,0.32902,-0.27628,1.09429,-0.65655,0.12815,-0.32339,-0.74390,-2.15593
"9",0.33073,-0.07103,0.36212,-0.52223,1.66289,0.98059,-0.75135,0.04079,3.20324
"9",0.17706,-0.56601,-0.02132,0.74491,-0.03715,-0.14297,1.35494,1.10901,-1.48624
"9",0.15090,-1.28468,0.43439,-0.75661,0.60799,-0.50828,-1.30353,0.17310,-2.62174
"9",0.16469,0.02188,-0.98719,1.36001,-0.75434,-0.82733,-0.33582,0.25667,-1.40228
"9",0.09740,-0.54460,-0.96185,0.02082,0.71346,-0.23395,-0.53615,0.79719,2.30075
"9",0.21126,0.29723,-0.85449,-0.41061,-0.23802,0.18090,0.20559,0.75851,-0.36404
"9",0.12247,-0.55973,0.15720,0.30979,0.42928,1.27862,0.87889,-0.89898,2.48585
"9",-0.13065,0.55047,0.31945,-0.85250,-0.44103,-1.85420,2.71199,-2.32287,-0.66267
"9",0.21339,0.15434,-0.45004,-0.56108,-0.20309,2.14887,1.03261,1.91878,-0.58871
"9",-0.10622,0.22175,-0.65588,0.44261,-0.41834,0.38790,-0.51353,0.22008,2.35301
"9",0.07065,1.25677,0.12186,0.38895,0.42847,0.72312,-0.21724,0.17270,5.97308
"9",-0.35125,-0.24437,0.06934,0.18764,-1.28971,-0.19489,1.00004,-1.15234,2.17103
"9",-0.39537,-0.02924,0.15018,0.31678,-0.03803,1.78107,-0.03569,-0.44682,0.66276
"9",,,,,,,,,
"9",-0.27610,-0.11685,-0.14059,0.09334,-0.95529,0.57244,0.80785,3.36799,-2.56227
"9",0.09856,-0.07328,-0.44490,-0.61285,1.19608,-0.72543,-0.75345,0.14692,0.65652
"9",-0.06188,0.06278,-0.32848,0.42076,-1.19852,-0.78544,-0.48802,0.29600,0.52046
"9",0.57197,-0.61640,-0.36410,1.24867,0.37406,0.12594,-0.55244,-0.59875,-0.93830
"9",-0.26239,-0.19425,-1.17408,-0.66299,0.44557,-0.07675,-0.82480,0.55927,-1.53639
"9",-0.02055,0.43000,-0.18256,0.18023,0.63422,1.79890,0.92135,-1.72668,-1.64708
"9",-0.05056,-0.69275,-0.49403,0.13807,1.09929,-0.22473,-1.01307,0.22062,3.67828
"9",-0.10105,0.11638,-0.22054,0.41113,-0.02056,1.95351,0.80968,-1.28495,0.74374
"9",-0.31312,-0.28151,1.26889,0.11353,-0.02970,0.44480,-0.15634,0.78409,-2.45050
"9",0.08650,-0.58320,-0.35860,0.87800,-1.61099,-0.86726,-0.92785,-0.13373,2.89127
"9",-0.42122,-0.63143,0.52114,-0.35125,-0.70137,-0.25372,0.08529,-0.41638,-0.57449
"9",-0.98785,0.53860,-2.18382,-0.02012,0.47347,-0.77973,0.52270,1.81284,0.37029
"9",0.94804,-0.32700,-0.11619,-0.20590,1.35647,-1.00072,-0.80225,-0.44313,-0.79534
"9",-0.03517,0.32294,0.22941,0.31094,0.40772,-0.50293,-1.16472,-0.11556,-0.89044
"9",-0.50825,0.56140,0.37076,1.04855,-1.37456,-1.38676,-0.67572,-0.12504,0.24891
"9",0.17810,0.42665,0.32866,-0.67306,-0.55944,1.69596,-0.57023,0.05647,-0.77197
"9",0.50588,-0.57347,0.05211,0.52206,0.33874,0.76131,1.62705,-1.33158,-0.20270
"9",-0.48495,0.09394,0.63725,-0.26678,-0.89001,-0.14419,-0.33317,-0.51826,-2.28320
"9",-0.00026,0.13674,0.21646,-0.89930,1.88463,0.14215,-0.89696,-0.21930,2.27646
"9",0.66911,-0.24033,0.35230,1.92196,-2.06774,-0.18657,0.18984,1.27862,6.29952
"9",1.41734,0.15593,0.21325,-0.45518,0.24665,-0.49852,0.07902,-1.28509,-1.90429
"9",-0.22362,0.39906,-0.70642,-0.11139,0.06124,0.00887,0.69437,-0.98184,-0.71662
"9",-0.37634,-0.25800,1.62112,2.33534,0.48365,-1.94644,6.03668,12.49513,-0.71709
"9",-0.74935,0.28346,-0.34041,0.59586,-0.43167,0.07219,-0.01792,-0.93073,-1.51088
"9",0.03246,-0.03998,0.66169,1.16664,-0.19045,0.57039,1.08225,1.89981,-0.41987
"9",0.14982,0.17179,-0.19573,-0.21095,-0.08145,1.96904,-0.06499,-0.89878,-1.60180
"9",0.10830,0.11834,-0.27074,1.15132,0.56038,-0.54749,-0.85953,-0.59849,-0.41801
"9",-0.09466,0.48426,-0.24441,-0.36680,-0.55524,-0.13806,-0.47673,-0.35281,-1.10326
"9",-0.78984,0.45201,-0.25646,0.52352,-0.46165,0.19888,0.41971,2.24662,-0.96891
"9",-0.22515,0.07422,2.27672,0.22908,-0.21712,-0.53328,0.98950,1.64943,-1.17469
"9",-0.00391,0.60493,0.17852,-0.51357,-0.11426,-0.70185,2.10543,-1.26827,1.85139
"9",0.04461,-0.02085,-0.35072,-0.38433,-1.13063,1.43942,-0.57435,-0.22783,-1.46352
"9",0.16924,0.41865,0.32563,-0.09398,-0.27331,1.74481,-0.25564,-0.74776,-1.37851
"9",-0.37070,0.25342,0.23190,0.27145,0.46548,-0.57655,-1.33889,0.18856,1.15277
"9",0.04589,0.39025,0.13704,0.00175,0.02328,2.29034,-0.24258,-0.92214,-1.82976
"9",-0.29433,0.43182,-0.09448,-0.44169,-0.63711,-0.74722,0.33181,1.09873,0.73975
"9",-0.70776,0.68805,-0.45736,0.92423,-1.04991,-1.07027,0.02918,0.80397,-0.22973
"9",-0.27886,0.46555,0.13766,-0.54500,0.16220,0.15238,0.08846,2.90235,-0.60966
"9",-0.04492,-0.02552,-0.09160,-0.50567,-1.05557,-1.27902,3.03806,-2.17558,1.18219
"9",0.43877,0.25407,-0.36816,1.35879,-0.14545,-0.26784,-0.80262,-0.50983,0.15582
"9",-0.18281,0.92274,-0.51469,0.18688,-0.64842,1.17304,-0.64481,-0.59925,-0.92673
"9",0.47937,-0.58115,0.01435,0.15380,0.29661,-0.68579,-0.79051,0.11997,1.53857
"9",-0.05294,0.27301,-0.16567,-0.52071,-0.47965,0.08974,-0.45155,-0.25079,-0.62780
"9",0.19034,-0.54508,0.65316,-0.28966,-0.27572,-0.69443,-0.82479,0.09675,0.20995
"9",-0.35863,0.23540,-0.53567,-1.39297,-1.63055,-0.86385,-0.32480,-0.36205,-2.79166
"9",0.32680,1.13974,0.36959,-0.54472,0.15912,0.61316,0.19987,-1.00460,-1.75187
"9",-0.03952,0.72689,0.24040,-1.39478,1.58634,-2.35298,2.35076,-0.46513,-1.14340
"9",0.46126,0.24625,0.21094,-1.00350,0.34790,1.12688,0.10427,0.90734,6.80460
"9",0.12605,0.15884,-0.83666,-1.60068,-1.28833,0.56329,-0.80157,0.25407,0.43414
"9",-0.27463,-0.64999,0.19222,-0.17315,-0.26867,-1.02506,-0.61365,-0.22482,-0.19993
"9",-0.04817,-0.02123,0.41211,-0.25608,-0.26578,0.18933,-0.75233,0.73982,-1.36520
"9",0.19549,-0.37760,0.39933,0.10518,0.06070,0.55585,-0.77695,-0.28227,-0.98593
"9",-0.03848,1.58066,-0.06576,0.31905,-0.11910,0.62393,-0.23546,-0.04868,4.96548
"9",0.31960,-0.57430,0.56581,-0.30913,-0.73444,-0.76382,-0.44062,-0.37207,-0.24496
"9",-0.54942,0.87066,0.16074,0.05740,-0.35242,0.66730,-0.60196,0.21568,1.57978
"9",-0.01785,-0.24036,-0.03093,-0.67925,-1.33807,0.37821,-1.43121,-0.05996,1.70409
"9",-1.05462,-0.08629,0.07199,-0.62606,0.28277,-0.81490,-0.34535,-0.79732,-2.08171
"9",0.49418,-0.02854,-0.33825,1.33232,-0.68955,-0.31578,-0.47161,-0.98349,-1.85696
"9",-0.19707,-0.14590,-0.07149,-0.32860,-1.06288,-1.13946,2.51048,-1.85938,2.34913
"9",0.22850,0.09526,0.73038,-0.39194,0.86100,0.10121,-0.85820,0.32155,0.48306
"9",0.19419,-0.46022,0.37292,0.08248,0.02940,0.29003,-0.82316,-0.08925,-0.60644
"9",0.76025,-0.61586,-0.44985,0.31843,2.18993,-0.62111,-1.09058,-0.27627,-2.19264
"9",0.66445,-0.48872,-0.08809,0.87511,1.81445,-0.43495,-0.94588,-0.55526,-2.64499
"9",0.54922,-0.32804,0.03781,-0.05660,1.08824,-0.98757,-1.22372,-0.49712,-2.24449
"9",-0.37328,-0.01013,0.39661,0.63446,-0.09784,-0.03566,-0.92863,0.31121,-1.24841
"9",0.66209,0.28277,0.26668,-1.09006,-0.34710,1.18542,0.00509,0.25904,5.66946
"9",0.07772,-0.06432,0.13961,0.24805,0.44957,0.50939,0.55310,-0.73083,3.03396
"9",-0.16145,-0.29016,1.59996,0.29098,-0.71323,-0.39690,0.33531,2.84023,1.32665
"9",-0.52286,0.01229,0.39257,-0.53036,-0.46635,-0.09036,-0.24599,-0.46305,-2.13637
"9",0.14936,-0.45576,-0.03005,-0.94197,-0.06369,0.55483,-0.97817,0.04436,-1.44852
"9",0.66236,-0.12953,-0.12641,0.90224,0.31525,-0.68755,0.75024,-1.00544,-0.53136
"9",0.26118,-0.11759,0.73081,0.10268,-0.42166,-0.17336,-0.96752,0.32444,-0.20675
"9",-0.53659,0.04783,-0.16213,0.38095,-0.12978,-0.00237,-1.05281,0.01709,1.37891
"9",0.26516,-0.88942,-3.17253,-0.86835,-1.26753,-0.35228,0.13428,1.26852,-0.26916
"9",0.11158,-0.59981,0.66505,-0.57006,1.51562,1.91864,0.99319,-0.30581,-2.52372
"9",-0.07920,-1.03088,0.41553,-0.82027,0.58946,-0.12515,-0.66555,1.34039,-2.35550
"9",0.21470,0.25868,0.43014,-0.37822,-0.55355,0.54129,0.19224,-0.61833,-1.34495
"9",-0.78293,-0.18346,-0.07700,0.01831,-1.94964,-1.03065,1.14613,-1.15363,3.44006
"9",0.37011,0.35206,-0.84706,1.05500,0.31588,-0.24443,-0.10814,0.22686,0.12958
"9",,,,,,,,,
"9",-0.57883,-0.28803,-0.14820,0.14388,0.04322,2.93060,1.47937,-0.13999,-3.14264
"9",0.56637,0.46441,0.04444,0.85199,-0.90260,-1.68291,-0.29433,-0.80547,-0.19880
"9",0.10564,-0.26382,0.35946,-0.21205,-0.68841,0.03936,-0.39542,-0.34490,-0.22428
"9",0.47174,-0.56636,-0.48979,-0.16979,-1.47898,0.39071,-0.50275,0.15285,2.72115
"9",-0.42974,-0.03371,-0.28498,0.31987,-0.10679,0.92410,-0.47471,-0.57151,0.21498
"9",-0.43143,-0.38503,0.61203,-0.54600,-1.43378,-0.77631,0.44557,-0.64033,0.35652
"9",0.71451,0.43228,-1.37364,1.15672,-2.62588,0.42461,0.17259,1.61538,5.57171
"9",-0.06951,-1.33761,-0.31322,-0.34537,-1.51140,0.06215,-0.34703,-0.25821,-0.76368
"9",0.78391,0.00850,0.00883,0.83472,0.43436,-0.57367,0.44455,-0.76289,0.33216
"9",-0.44524,0.02574,0.11950,-0.53288,1.35938,-1.04393,1.74026,-1.15443,-0.72174
"9",0.73903,0.24233,0.07605,0.61126,-0.33926,-1.87279,0.24505,-0.95154,-0.20742
"9",0.08165,0.66672,0.32934,-0.83208,-0.08851,-0.70083,-0.20629,0.19639,-1.48343
"9",0.24869,-0.32077,0.34070,-0.53801,-1.32417,1.89001,0.30625,0.90670,0.44773
"9",0.46023,0.66249,0.24415,-0.53682,-0.81594,0.51735,0.03904,-0.11019,1.15190
"9",-0.23217,0.59050,0.49054,-0.34006,2.15849,0.54636,-0.55909,0.56826,4.53891
"9",-0.13896,0.30949,0.19087,0.30812,-0.61783,-0.16627,-0.88244,-0.01148,0.72608
"9",0.11242,-0.73640,-0.18691,-0.59892,-1.12151,0.27152,-0.19307,-0.39649,1.22425
"9",0.23673,0.06744,0.41161,-1.01389,0.73021,-0.01538,-0.42306,-0.35258,2.44265
"9",0.45104,-0.52643,-0.23189,0.10366,-0.44343,-0.42191,-0.72203,-0.04657,2.90557
"9",0.13684,0.06472,0.03477,0.26164,-0.47595,-0.01784,1.09576,-0.75310,0.25288
"9",0.28909,-0.85777,-0.41681,-0.77697,-0.40124,0.25172,-0.27866,0.19581,0.95606
"9",0.42260,0.14820,-0.33063,0.90658,-0.11623,-1.80351,-0.87650,-0.84707,-1.31401
"9",-0.25375,0.45721,0.36980,-0.11478,-0.19434,0.09742,-0.36127,-0.05101,-1.60754
"9",0.58701,0.23508,-0.00300,1.00151,-0.68650,-0.82494,-0.86177,-0.32612,0.34129
"9",0.66707,-0.70540,0.34545,1.00310,-0.73720,-0.13103,0.46876,2.80394,4.85654
"9",0.73387,-0.06161,0.18077,0.45637,-0.36593,-1.26951,0.99424,-1.02761,0.33591
"9",-1.15147,-0.70691,-0.35295,-0.28721,-0.48653,-1.42454,-0.46887,-0.69338,-2.76028
"9",-0.04407,-0.00216,-0.06776,-0.54638,-1.56149,0.88417,-0.65691,1.02689,-2.27115
