ETIQ,PC9,PC8,PC7,PC6,PC5,PC4,PC3,PC2,PC1
"9",0.11589,-0.08590,-0.81309,1.27628,-0.48021,-0.54001,-0.40218,-0.16608,-1.35941
"9",0.17898,0.77827,0.23872,-0.10742,0.39816,0.95514,0.89051,-1.11578,-1.64769
"9",-0.15372,-0.23492,0.17481,-0.22969,-0.80684,0.39079,-1.11360,-0.32205,-0.87052
"9",0.57993,-0.24144,-0.49406,0.78560,0.68495,-0.04086,0.67496,-1.27397,-0.36230
"9",0.64586,0.13517,0.06515,0.53737,0.12898,-1.55845,0.16857,-0.88574,0.21092
"9",0.06871,-0.06923,-0.34787,1.21638,-0.03427,-0.44579,-0.15457,-0.59073,0.29088
"9",-0.37738,0.43123,0.11262,-0.84271,1.77678,-1.15528,1.14031,-0.90810,-0.04014
"9",0.46322,0.59479,0.20032,-0.81651,-0.43614,-0.50754,0.17398,1.47661,1.04288
"9",-0.04850,0.80584,-0.08287,-0.86200,0.77277,-1.27685,0.60076,-0.85341,-0.34944
"9",-0.00460,-0.35775,-0.28192,0.48740,1.62195,0.70515,0.40634,-1.35218,-0.91401
"9",0.46081,-0.12211,0.31339,-0.08883,-0.94045,0.14586,1.03186,-1.01090,1.79990
"9",-0.01966,-0.23216,0.15327,0.91497,-0.10616,1.42615,2.16858,-1.20537,0.27150
"9",-0.15402,-0.09286,0.08163,0.17602,-0.51714,0.39155,-0.87293,-0.26135,0.82304
"9",0.75111,-0.18291,0.71057,-0.05620,-0.04387,0.44564,1.34590,-0.02250,1.74518
"9",0.03287,0.02148,0.31689,-0.93943,2.15634,0.71501,-1.00789,-0.19420,2.33725
"9",-0.33105,0.00311,-0.52999,0.72469,-0.94242,-0.50611,0.37738,2.50973,-0.03143
"9",-0.18817,0.04651,0.07456,-0.98417,2.57622,0.00412,-0.99350,-0.37000,2.82462
"9",0.01640,0.48474,-0.06524,-0.28756,0.18340,0.36471,-0.05367,1.20788,1.74176
"9",-0.79652,0.95306,-0.02663,-0.58284,-0.20022,0.27421,-1.10313,0.49206,1.51589
"9",0.18784,0.13195,-0.15837,-0.19811,0.07214,0.27651,-1.06877,-0.39386,-0.88954
"9",-0.31677,0.00528,-0.79138,-0.65771,-0.94130,-1.26446,3.29630,-1.30569,1.77744
"9",-0.26200,0.68047,-0.76608,-0.33415,-0.57614,-0.69605,0.06121,1.30189,0.71905
"9",0.64236,-0.27549,0.18726,-0.30067,-0.24340,-0.34547,-0.49082,-0.27986,-0.38573
"9",0.06669,0.62178,0.03296,0.81492,-0.12745,-1.22856,-0.35259,-0.86275,-2.44980
"9",0.13479,0.03189,-0.10275,0.54438,0.27891,-0.98657,-0.30463,-0.70097,0.92208
"9",0.48844,0.24261,0.86429,-0.27983,1.30085,0.05268,-1.10314,0.43252,-1.38291
"9",0.10074,-0.00013,-0.96880,1.24825,0.96581,0.44484,-0.04976,-0.23353,-0.95558
"9",0.06597,0.17796,-0.65996,0.61249,2.29601,-1.10174,-0.88098,0.81621,-0.70326
"9",0.23639,0.81259,-0.62047,-0.98438,-0.61981,1.34985,-0.41206,0.17077,-0.51854
"9",0.12515,-0.99579,0.73085,-0.34215,0.47900,-0.61746,-0.11159,0.07569,0.58701
"9",0.00969,-0.39750,-0.06040,-0.82408,0.57067,-0.11517,-0.07389,-0.01491,-1.62790
"9",,,,,,,,,
"9",0.10615,-0.27686,0.42746,-0.18117,0.13335,1.15913,0.83538,1.00721,-1.37000
"9",0.79106,-0.09454,0.12625,0.88777,0.58628,-0.92516,0.60354,-0.69616,0.17726
"9",-0.15848,0.07893,1.21175,0.08768,-0.17601,-0.05310,0.32509,1.14792,-1.09836
"9",-0.29738,-0.40439,-0.57012,-0.31901,-0.07438,-1.23486,-0.48946,0.94182,-0.25551
"9",-0.31163,-0.26474,0.04212,0.02029,-0.85548,-0.04033,1.32748,-1.30443,2.48133
"9",-0.31804,-0.24470,0.32785,0.63798,0.65919,0.33879,-0.80825,-0.10703,-1.10685
"9",0.08026,0.71527,0.51793,-1.00269,0.12846,-1.76328,1.79712,-1.69304,0.83640
"9",-0.13440,0.09037,0.92991,0.14331,-0.40501,-0.13482,0.77292,1.65549,-1.17401
"9",-0.19367,0.07650,-1.02936,-1.77417,-0.65791,0.37289,-0.78177,0.95458,-0.40381
"9",-0.03674,0.18558,-0.02562,-1.77591,-1.26024,0.30693,0.28732,0.64438,-2.18166
"9",0.12160,-0.22413,0.48569,-0.17205,-0.68286,0.67278,-0.80644,0.06275,-0.42103
"9",0.01447,-0.09917,-0.21158,0.20315,-0.06240,1.51278,1.73615,-1.63065,0.10101
"9",-0.38778,0.62420,-0.01102,0.34980,-0.20318,-0.90500,-0.73203,-0.25194,-1.42679
"9",-0.33048,0.59401,-3.46792,-0.43000,0.15867,-0.71176,4.57009,11.05244,0.27138
"9",0.18828,-0.51698,0.56007,-0.34403,-0.27421,-0.74162,-0.84666,0.31503,0.20534
"9",-0.18428,-0.90475,-0.08905,-0.95370,-0.48091,-0.68421,-1.04464,0.08700,-1.46419
"9",0.72768,0.12630,0.36553,-0.94602,-0.09365,0.95347,-0.02961,0.55749,6.14982
"9",-0.26604,0.14187,-0.67570,-0.21754,-0.09946,0.85462,1.87208,4.83055,-1.68869
"9",0.39709,-0.01015,0.46331,-0.11405,-0.59220,0.09831,0.67688,-0.79321,1.79444
"9",-0.19444,0.55145,-0.37537,-1.37278,1.74178,-1.55861,1.60627,-1.64192,-1.22767
"9",-0.20145,0.52690,-0.13659,0.23385,-0.67449,0.51793,-1.07536,-0.70821,-1.10613
"9",0.40356,0.05028,-0.72266,0.27656,0.46518,-0.12901,-0.93960,0.54764,0.14275
"9",-0.60172,0.29240,-0.17892,-1.23716,-0.79867,-1.94850,1.25432,-0.26518,1.71580
"9",-0.25101,-0.13105,-0.19801,0.41020,0.96843,0.74859,0.88517,-1.49895,-0.58278
"9",-0.37607,0.35704,-0.01531,-0.00122,0.17757,0.37731,-0.71699,0.47769,0.19154
"9",-0.77380,0.85346,0.12150,0.58917,-0.47733,-0.55787,-0.95827,0.18968,1.94626
"9",-0.53511,-0.08216,0.27663,-0.38973,0.91386,1.39124,0.20461,-0.27339,-1.48268
"9",-0.32343,0.13307,-0.35993,1.37189,-0.35623,-0.11819,-0.68718,-0.83458,-2.01228
"9",-0.45309,-0.89007,0.39593,-0.80107,-0.12579,-0.47968,-1.35229,-0.02963,-0.69582
"9",0.29351,0.25095,0.37330,-0.95183,-1.37234,1.12018,-1.21528,0.11506,1.89387
"9",-0.11308,0.08650,0.16081,0.31147,-0.34596,-0.14219,-0.93458,0.04677,1.83062
"9",0.29461,0.65792,0.29602,-0.67818,0.88420,-1.85338,2.09915,-1.55571,-2.03298
"9",-0.33122,0.37517,-0.24829,0.41615,-0.33747,-0.28371,-1.24907,-0.15581,-0.56579
"9",0.03003,0.06913,-0.44966,1.37850,1.11703,0.62692,-0.08382,-0.78931,-0.59332
"9",0.23137,0.02495,-0.03520,0.49694,-0.06723,-0.51467,-0.08160,-0.94741,-1.37538
"9",-0.29063,0.04742,1.09201,-0.21239,-0.75809,0.47607,-0.55266,1.14856,-1.95043
"9",-0.05721,0.19971,0.20927,0.40416,-0.24401,0.74638,0.01352,0.05389,-1.34607
"9",-0.08624,-0.83943,0.28358,0.13286,0.24627,-0.69563,-0.81307,0.17955,0.05606
"9",0.23196,0.20186,-0.11462,0.20487,0.59098,0.70244,-0.42610,0.51234,-1.03596
"9",-0.27162,-0.10320,-0.66728,-0.25402,-0.59146,0.51270,0.06893,1.30983,-2.88707
"9",-0.00982,-0.31666,0.46019,-0.12641,-0.45645,0.55579,-0.31341,-0.11031,-0.32939
"9",-0.08260,-0.18501,0.23300,-0.80678,1.63318,0.72435,-1.04783,-0.18750,2.26815
"9",-0.11472,0.30607,-0.03544,0.33956,0.35434,-0.32443,-0.99304,0.36242,-1.02023
"9",-0.17393,-0.14708,-0.27586,0.49464,1.47533,0.60722,0.76788,-1.52321,-0.82327
"9",0.15603,0.46417,-0.52500,-0.53009,-0.21696,0.88540,0.08679,1.73043,-0.41178
"9",0.48104,0.03247,-0.13609,0.63498,0.38008,0.18311,-0.85513,-0.33076,0.40240
"9",-0.70496,0.64820,0.12633,-0.17458,-0.07054,0.15426,-0.92731,0.14570,0.38015
"9",-0.71110,0.12121,-0.09836,0.34690,0.55915,0.04417,-0.61406,-0.36485,0.87814
"9",-0.52680,0.04591,0.05558,-0.97920,1.77356,1.35995,-0.18913,-0.63216,3.30849
"9",0.01485,0.11578,0.29902,-0.37114,-0.48734,0.08323,0.66715,-0.91821,0.52629
"9",-0.49649,-0.24867,0.28508,-0.00283,-0.32488,0.18698,-0.14473,-0.44968,-2.97613
"9",0.29242,0.55837,0.18716,0.02238,-0.01577,0.96789,1.44430,-1.09706,-0.43908
"9",0.36967,-0.23292,0.20921,0.18427,-1.22034,-0.03430,1.72425,-1.73124,-0.41981
"9",0.51110,-0.24213,-0.10803,-0.16874,0.49629,-0.78250,-1.52070,-0.26121,-1.46094
"9",0.42953,0.10634,0.72372,-0.15901,-0.70782,-0.94322,-0.62749,0.64211,0.07179
"9",0.30433,0.52826,-0.39036,-0.35304,-1.24897,0.70072,0.28704,-0.07110,-0.33458
"9",0.02516,-0.51801,0.32822,0.74185,0.29679,-0.04438,-0.79403,0.31517,0.86300
"9",0.49452,-0.04171,0.36221,-0.92628,1.43855,0.43154,-1.31051,0.12110,2.25947
"9",0.32892,0.69054,0.37142,-0.14804,-0.77826,0.10071,-1.01091,-0.41548,-1.54247
"9",-0.27684,0.19061,-0.14379,0.03202,-0.55337,-0.58221,0.25685,1.99125,0.70361
"9",-0.35581,-1.30686,-0.09278,-0.83849,-1.22757,-0.71626,-1.13820,0.26241,-0.99447
"9",0.24257,-0.52254,-0.79571,-0.60529,-0.06993,0.48609,0.03232,0.40423,2.30343
"9",0.00324,-0.04459,0.46848,-0.79294,1.01607,1.77981,-0.11445,0.07052,1.87002
"9",-0.89007,-0.15534,-0.20639,-0.01802,1.97642,-0.44239,-0.73616,-0.09697,2.01345
"9",-1.17308,-0.55098,-1.08488,-0.42948,-0.47857,-0.67036,0.63971,1.29872,-2.56573
"9",-0.06147,0.12449,-0.26989,1.55013,-0.38960,1.03370,0.72007,-1.14257,-0.52153
"9",-1.06403,0.61502,-1.79466,0.00204,0.72119,-1.08518,0.53227,1.94535,0.39240
"9",0.37495,-0.33490,-0.27346,0.86751,0.92874,-0.68297,-1.51238,-0.34605,-2.93784
"9",0.70566,-0.76885,-0.26947,0.96177,2.19655,-0.20202,-0.29094,-0.87456,-2.04761
"9",-0.44208,-1.41418,0.36440,-0.67893,-0.50274,-0.50798,-1.24874,-0.14979,-0.84897
"9",0.45229,-0.40014,0.22168,-1.00564,0.55787,-0.28815,-0.97513,0.05837,-0.84585
"9",-1.17263,-0.45674,-0.06930,-0.62743,-0.12390,-1.24114,-0.19231,-0.74401,-2.80959
"9",0.71373,-0.10477,-0.42489,0.70353,2.45427,-1.06689,-1.23107,-0.23837,-2.12937
"9",-0.35471,-0.34643,-0.57839,0.90303,-1.46038,-1.02748,-1.04307,-0.49421,2.58251
"9",0.17382,-0.85976,1.71243,0.02347,1.18254,0.72712,1.14811,2.47516,-1.77862
"9",0.45439,1.19625,0.60059,-0.20798,-0.62012,0.27658,0.15607,-0.48868,-1.09174
"9",-0.43568,-0.09089,-0.28229,0.08045,0.51174,-0.27969,-0.68331,0.93880,0.01426
"9",0.04662,0.11758,0.48377,-0.87096,-1.27244,0.34488,-1.38642,0.34945,1.12751
"9",0.42216,-0.49489,-0.09630,0.41615,0.77895,0.98558,1.91214,-1.32096,-0.40875
"9",0.40450,-0.30902,0.26221,0.42970,-0.63792,-0.64583,-0.69663,0.03006,2.23630
"9",0.60828,0.00423,0.22515,0.44030,0.21106,-1.11372,1.18402,-1.06790,0.82901
"9",0.50410,-0.74980,0.98152,-0.73738,-0.01399,-0.40877,0.25992,-0.10688,0.18500
"9",-0.83916,-0.42052,-0.06232,-0.10446,-0.17299,-1.55398,1.03059,-1.21373,2.62141
"9",0.53784,1.05689,0.59235,-0.15628,-0.49880,0.01584,0.87490,-0.82309,-1.51152
"9",-0.31000,-0.04450,0.22442,0.52646,0.33492,0.29919,-0.10085,0.20384,-0.56779
"9",0.36981,0.51438,0.23702,-0.51648,0.63263,0.27078,-1.61543,-0.31528,-2.12554
"9",-0.19618,-0.75738,-0.18944,-0.12750,-0.39023,-0.44470,1.47331,-1.23805,3.97675
"9",0.29974,-0.03421,-0.07519,-0.07594,0.94531,-1.04556,-1.73034,-0.54819,-2.13533
"9",-0.22387,-0.87089,0.57380,0.27534,-0.97177,-0.33975,0.42040,-0.26332,-0.50191
"9",0.36271,-0.16077,0.38006,-0.66073,0.03767,0.10005,1.74212,-1.64894,0.43459
"9",-0.01160,0.49744,-0.15403,-0.01390,-0.06094,0.10803,2.14524,-0.88238,1.78120
"9",0.07160,-0.34184,0.28260,-0.92759,-0.39672,0.52703,-1.02050,0.79965,0.97956
"9",0.49312,-0.39090,-0.00059,0.45309,-0.86884,0.20913,1.38800,-0.68416,-0.68011
"9",0.15172,-0.11463,0.16527,0.49085,-0.64791,-0.56159,0.97107,-0.92960,-0.75798
"9",0.25701,0.03117,-0.58708,-0.57391,-0.38568,-0.62742,0.53752,2.69464,-0.51986
"9",-0.75724,-0.28565,-0.12273,-0.64168,1.88762,0.51739,-0.70052,-0.50409,2.37259
"9",-0.95053,0.08515,-0.36081,0.17844,1.45417,-0.43742,-0.60717,-0.18254,1.75007
"9",0.18765,-0.24589,0.62526,-0.86380,-0.09684,-0.07222,-0.35581,0.00585,-1.81462
"9",-0.36823,-0.89734,-0.06763,-0.86677,0.16768,-0.50878,-0.86891,0.47421,-0.67196
"9",0.69080,-0.59207,-0.38456,1.14094,2.16264,-0.26857,-0.53421,-0.79987,-2.51974
"9",0.42408,-0.46940,0.24555,0.41467,-0.75707,0.41719,2.29127,-1.88982,-1.09672
"9",0.22236,0.08915,-0.19231,-0.17695,2.06342,-0.32036,0.13612,-0.88879,2.60162
"9",-0.42506,0.03061,0.54985,0.71379,-0.46381,-0.09487,-0.61431,0.31053,-1.23081
"9",-0.17027,0.80719,0.53570,-0.98426,0.68134,-2.13518,2.74176,-1.15153,-0.42982
"9",0.01037,-0.34356,-0.15034,0.74506,0.23756,0.84518,-0.46168,-0.57360,-1.32582
"9",-0.38922,-0.08120,-0.81624,-0.90928,0.18551,-0.05046,0.06802,0.07259,0.74512
"9",0.33624,-0.23124,-0.27387,0.93109,0.91161,-0.60505,-1.38034,-0.47133,-3.25411
"9",0.37318,-0.15916,0.25203,0.30022,-1.42375,0.03130,1.80393,-1.76219,-0.86613
"9",0.24971,0.11924,-0.37077,1.03284,0.22403,-0.99774,-0.89344,-0.79107,-1.06175
"9",-0.03134,-0.17092,0.02283,0.74119,1.19042,1.14767,3.27471,-1.86508,-1.59931
"9",0.09092,0.14474,-0.30055,0.90984,0.41747,-0.88341,-0.09937,-0.56253,0.89257
"9",-0.68915,0.60555,0.16398,0.11489,0.06502,0.60740,-0.88900,-0.26660,0.78515
"9",-0.07803,0.93161,0.25871,0.45357,-0.01341,0.13301,0.05972,0.33008,4.30963
"9",-0.08750,0.86410,0.34652,-0.62080,2.29150,0.60626,-0.26856,-0.22062,5.94969
"9",0.26140,0.32156,0.09075,-0.65144,0.21000,0.67742,-0.85379,0.70403,-1.88719
"9",-0.01563,0.01204,-0.09164,1.00472,0.14962,0.75230,0.12410,-0.92951,-1.58486
"9",-0.50742,-0.76687,-0.34133,-0.20762,0.46552,-0.65501,0.29587,-0.24827,-2.68797
"9",0.18722,0.46670,0.38058,0.10458,-1.04043,0.91655,-0.05567,-0.54660,-0.29030
"9",-0.26705,-0.40347,0.45382,-0.96519,-0.31600,-0.25084,0.81731,-0.95552,0.78405
"9",0.34753,-0.42227,-0.37666,0.89334,0.64643,0.53839,-0.38572,-0.83997,-2.49865
"9",0.25293,0.21901,0.68115,0.69214,-0.02760,-0.66133,-1.32578,0.54619,-0.69535
"9",-0.01070,0.56381,0.00238,0.33079,0.70788,2.13568,0.64080,-1.18223,-1.46951
"9",0.05403,0.56231,-0.09473,-0.44926,-0.55188,0.18905,-1.16297,-0.10806,0.09501
"9",0.29928,-0.33314,-1.02757,-0.59693,0.08093,-0.40066,0.44047,3.48038,-0.62318
"9",0.45573,0.27934,-0.46654,1.37552,-0.15952,-0.23109,-0.79773,-0.46653,0.19318
"9",-0.02293,-0.00909,0.00798,-1.40602,-1.08654,0.60272,-1.09718,-0.75442,0.38043
"9",0.36029,0.63232,-0.79616,-0.55398,-0.78922,0.84484,0.70217,0.86499,0.47355
"9",0.22138,0.24891,-0.73196,-0.93639,-0.70552,-0.31846,0.38873,1.53047,-1.44534
"9",0.12753,0.29370,-0.01414,-0.74095,-0.53032,0.30439,0.32150,0.01555,-0.76794
"9",-0.40830,0.42341,-0.34187,0.99489,-0.57009,0.18648,-0.43488,-0.70744,-2.09272
"9",0.37260,1.15473,0.34969,-0.77340,-0.11294,-0.08010,0.11313,-0.49705,-2.06274
"9",0.51306,-0.18895,0.36140,-0.24755,-0.31839,-0.95364,-1.47105,0.15198,-1.40294
"9",-0.26071,0.49176,0.59358,-0.37976,0.07806,0.50690,-0.19007,1.91579,-0.30899
"9",0.00486,0.25330,0.22212,0.65636,0.00594,-0.38476,-1.38739,0.09259,-1.24853
"9",-0.13130,-0.04860,0.18595,0.31330,-0.37710,-1.14601,2.20779,-1.10063,1.25523
"9",0.66759,-0.60918,0.45649,-0.52166,-0.23391,-0.17485,-0.65033,-0.33971,-0.83770
"9",-0.09214,-0.07896,-0.39329,0.84643,-0.18622,1.22810,1.77333,-1.14164,-0.76932
"9",0.29477,1.36529,0.69973,-0.08214,-0.57125,0.38825,-0.21271,-0.45116,-0.98443
"9",-0.16183,0.50065,-0.72648,0.09141,0.02871,-0.36139,-0.72672,0.83869,2.48276
"9",0.48682,0.01692,0.38607,-0.05687,-0.70657,0.06778,0.72949,-0.80708,1.64477
"9",0.28595,-0.28863,0.22796,0.34057,-0.19024,1.39917,1.73546,-1.18503,0.55950
"9",-0.51827,-0.21454,-0.31078,0.39314,0.19621,0.13654,-0.49985,-0.40325,0.83371
"9",0.30023,0.48695,-0.28214,1.24583,-0.24472,-0.38117,-0.64733,-0.47844,0.68932
"9",0.41533,-0.45976,0.40667,-0.06696,-0.01344,-0.23865,-1.34510,-0.04937,-0.70873
"9",-0.05584,-0.05432,0.95468,-0.31888,0.85410,1.82152,0.80065,0.99706,-0.95458
"9",-0.15075,0.23698,0.31530,0.08595,0.62144,0.79387,-0.35197,0.49598,0.40295
"9",0.75178,1.34458,0.63898,-0.93271,-0.82869,-0.42728,0.11969,-0.66949,-1.14978
"9",0.32037,-0.35715,-0.01774,0.26563,-1.04827,0.07265,1.62533,-1.70623,-0.22575
"9",0.01342,-0.23884,0.22898,0.01273,-0.86101,0.88282,-0.82719,-0.25893,0.16984
"9",0.06097,0.51448,-0.13352,0.56342,-0.40445,-0.54689,-1.43467,0.09607,-0.59809
"9",0.51650,-0.12261,0.07460,0.04121,1.98469,1.69520,2.38923,-1.51775,-0.17330
"9",-0.08996,-1.13374,0.85716,-0.61455,0.69508,-0.46485,-0.95067,0.90782,-2.68048
"9",-0.42296,0.29706,-0.55008,-1.19627,-1.58238,-0.87901,-0.06642,0.14201,-2.74021
"9",-0.18649,0.00202,0.10174,0.48350,0.34878,0.30430,-0.66201,0.36791,-0.48148
"9",-0.47980,-0.49892,0.50736,-0.20461,-0.15133,0.51200,0.28112,0.09913,-2.70923
"9",-0.12824,-0.08519,0.40724,0.46005,-0.67983,-0.21547,-1.22901,0.36235,-0.29256
"9",0.41113,-0.29667,0.16086,0.16890,-1.26963,0.07656,1.71879,-1.67947,-0.34287
"9",-0.82562,0.80250,-0.17794,-0.34974,0.61323,-0.71403,-0.99035,1.14784,0.14538
"9",,,,,,,,,
"9",0.09715,0.61242,-0.14684,0.26445,-0.01002,1.87737,-0.02707,-0.85550,-1.12298
"9",0.12688,-0.61991,0.01023,0.06907,0.45916,1.36559,-0.02865,0.01824,4.53552
"9",0.19096,-0.13541,-0.73460,-0.67499,-0.44369,1.77437,0.81284,2.11712,-0.68936
"9",0.03774,2.09829,0.27109,0.44378,-0.29084,0.76085,-0.20506,0.77105,6.09190
"9",0.28624,-0.10302,0.06189,-0.44343,0.88848,-0.81803,-0.64466,-0.15452,-0.97025
"9",-0.46508,-0.98101,0.16477,-0.85852,0.00308,-0.65736,-1.58023,-0.03802,-0.98721
"9",-0.97642,-0.15929,-0.26245,-0.20453,2.66043,0.35026,-0.53587,-0.05986,2.08848
"9",0.37230,0.04070,0.17890,-0.82325,1.21574,0.50887,-1.07686,-0.18472,2.25495
"9",0.23633,-0.20378,0.42393,-1.37305,-0.30129,-0.05894,-0.72487,0.12711,-0.62057
"9",0.16067,0.62957,0.25086,-0.74509,-0.03888,0.58311,-1.02987,0.19104,0.94917
"9",0.15490,-0.04011,0.16210,-0.45901,-0.25195,0.35301,0.69271,-0.77946,0.47988
"9",-0.33051,0.66947,-0.31463,1.02710,-0.62383,-1.53945,-0.92683,-0.17228,-1.73588
"9",0.09579,-0.02468,0.43139,-0.26505,-1.16487,1.14577,-0.15176,0.24508,0.11271
"9",-0.18327,0.48105,-0.28736,-0.37028,1.70403,0.14544,-0.11166,0.69825,3.89293
"9",-0.08295,-0.77538,0.03554,-0.54935,0.07269,1.25319,-0.25436,0.57665,-3.52764
"9",-0.17547,-0.68184,2.03070,0.29569,0.52752,0.22808,0.83298,3.71134,-1.67059
"9",0.40974,-0.00015,-0.00401,0.46623,1.77270,1.40634,1.99648,-1.57005,-0.29295
"9",-0.12258,0.07038,-0.25181,1.45427,-0.17509,1.27122,0.82549,-1.26143,-0.65019
"9",0.49721,0.84507,0.39252,-0.16336,-0.96778,0.25756,-0.56539,-0.63140,-1.71547
"9",0.52153,0.47564,0.24579,-0.30840,0.33297,-0.83127,-1.42941,-0.50919,-2.30451
"9",-0.32716,0.07353,-0.31501,-0.20089,0.10082,0.68791,1.67097,4.64319,-1.90893
"9",-0.32089,-0.42320,1.09031,0.85993,-0.60667,-1.44690,0.04923,1.02762,-0.62018
"9",-0.15095,0.33786,0.35165,-0.10104,0.37471,1.06959,-0.25918,0.23186,4.10277
"9",0.23037,0.66061,0.36961,-0.04515,0.24071,1.12799,1.24576,-1.22193,-1.15561
"9",-0.88371,0.53571,-0.40406,0.23830,-0.43091,-1.29931,-0.92162,1.30718,-0.69586
"9",0.16365,0.65393,-1.00610,0.39572,-0.29906,-0.54713,-0.73673,1.35205,-0.90918
"9",-0.32988,-0.06024,0.23451,0.61605,0.44197,0.35059,-0.68014,0.02505,-1.03841
"9",-0.39198,0.19525,0.27702,-0.52498,0.41628,-0.12586,-1.32115,-0.10021,0.11623
"9",0.36570,-0.02148,0.31835,-0.12796,-0.22229,0.13191,-0.28245,-0.38789,2.64955
"9",0.36180,0.38066,0.74908,-1.06210,-0.78356,-0.09925,0.18739,-0.02465,-0.74313
"9",0.57934,1.13877,0.43773,-0.44162,-0.41187,-0.11225,0.90275,-0.76892,-1.63533
"9",-0.54539,-0.75869,-0.13628,-0.07103,0.27114,-0.95900,1.53229,-1.21573,4.23043
"9",0.59955,-0.73710,-0.27823,0.84418,2.07339,-0.31491,-0.64398,-0.75301,-1.97270
"9",-0.33663,0.35071,0.49256,-0.16564,-0.86815,-0.56510,-0.03298,0.12573,0.97638
"9",0.62504,-0.11114,0.24403,0.23014,-0.74599,-0.54334,-0.72383,0.10720,0.60183
"9",0.30989,0.04977,0.24509,0.08717,1.19496,0.82889,0.10205,-0.44678,3.60623
"9",-0.02803,0.14940,0.29445,-0.14641,0.40882,2.19848,0.08146,-0.25773,-1.48781
"9",0.60126,-0.09006,-0.29408,-0.55246,0.92854,0.38998,-1.14019,-0.03953,4.56763
"9",-0.26158,0.33903,-0.90526,-0.35858,-0.40651,0.05489,0.64886,1.98530,-2.05893
"9",0.52496,-0.29233,-0.28799,-1.48197,0.02476,0.48154,-0.33827,1.42281,-1.55072
"9",0.16554,0.93757,0.46169,-0.81736,-0.68662,0.86534,-0.97567,0.03940,-0.37236
"9",-0.19083,0.07155,0.22186,-1.94080,-0.86419,-0.03296,-0.01950,0.71393,-1.86156
"9",-0.09184,0.53070,0.70194,0.28571,0.72948,1.79636,0.68549,-0.36366,-1.62307
"9",0.19861,0.32845,-0.30557,-1.15208,-0.51510,0.11760,0.30141,-0.14688,-1.03415
"9",-0.62059,0.09880,-0.25913,0.45649,0.34160,0.22787,-0.83295,-0.33175,0.82774
"9",-0.19656,-0.56825,-0.24349,0.27110,0.70704,-0.23414,-0.45118,0.12448,1.98771
"9",0.18570,-0.90509,0.31951,-0.41154,-0.40608,-0.02255,-0.39236,-0.57732,-2.04306
"9",0.06243,-0.25554,-0.31708,0.91127,-0.46891,1.66261,1.98964,-1.55691,0.81366
"9",0.22610,-0.21423,-0.94028,-1.54156,-0.07502,0.45802,-0.28524,0.31145,-2.07511
"9",-0.17100,-0.15776,0.33267,0.23665,-0.05033,-0.95255,2.14887,-0.66749,-2.50561
"9",-0.64362,0.25190,-0.20935,0.56063,-0.28022,0.00602,-0.82365,-0.12199,0.88223
"9",0.47087,0.20405,-0.06588,0.84637,-0.34640,-0.75990,-1.04621,-0.30058,0.06131
"9",0.43072,-0.16042,0.02257,-0.39100,-0.70813,-0.86835,3.65423,-2.60888,1.14903
"9",0.15250,-0.51518,-0.46723,1.27276,0.22629,0.22717,-0.54716,-0.84993,-0.42285
"9",-0.15948,-0.08326,-0.06468,-0.23766,2.09108,0.34288,-0.81166,-0.48491,2.38078
"9",0.75077,0.62016,0.18622,-0.91110,0.34118,0.26135,-1.94238,-0.25676,-0.41907
"9",-0.40863,0.22313,-0.10942,0.48769,-0.57087,-0.61554,1.96475,-1.84157,1.07778
"9",-0.35546,-1.29562,-0.35275,0.17178,-0.53876,-0.78053,0.63934,-1.13672,2.35919
"9",-0.60647,-0.66677,-0.16812,-0.45091,0.64311,-1.85053,1.47950,-1.65732,4.37827
"9",0.34331,0.05896,-0.21048,1.00446,-0.20523,-0.54163,-0.77949,-0.65255,-0.08957
"9",-0.62935,0.08135,0.01287,-0.48713,-0.52095,-0.14294,-1.29732,0.31877,0.77580
"9",0.19877,0.33354,0.48087,-0.42343,0.16485,0.74983,-0.90876,0.34938,-1.51335
"9",0.01574,-0.52146,0.45928,-0.49150,-0.77216,-0.25558,-1.03935,0.25434,-0.58895
"9",,,,,,,,,
"9",-0.62474,0.08720,0.33800,-0.45138,-0.66027,-0.07500,-0.28886,-0.88277,-2.32202
"9",-0.37984,-0.27961,-0.09488,-0.23364,0.81970,-1.01651,1.38105,-1.12853,-1.90840
"9",-0.26830,-1.26613,-0.07017,-0.62452,-0.80589,-0.29915,-1.02090,-0.61948,-0.73563
"9",0.22684,-0.68852,-0.62050,1.22029,0.53008,0.08430,0.24480,0.93192,0.00452
"9",0.09451,-0.39672,-1.71046,-0.88935,-0.50080,-1.03228,-0.45580,-0.20527,-0.84031
"9",-0.19394,0.56643,-0.03213,-0.61012,0.02330,0.44708,-0.12094,2.33641,-0.31650
"9",-0.25953,-1.30663,-0.21959,-0.09233,0.01501,-1.02237,0.72565,-0.78147,2.26733
"9",0.07628,0.63055,0.49475,-0.88998,-0.00085,-1.47989,1.78681,-1.77022,1.01856
"9",-0.00839,-0.07943,1.31234,-0.23268,0.09055,0.10596,-0.06106,2.23651,-2.47637
"9",0.78336,-0.01029,0.10314,0.84839,0.38277,-0.57966,0.27754,-0.66357,0.50849
"9",-0.03828,0.23293,-0.28455,1.12627,-0.13456,0.44957,-0.46965,-0.96240,-2.36358
