ETIQUETA;N;E;PC9;PC8;PC7;PC6;PC5;PC4;PC3;PC2;PC1
1;947202.8811;191735.8232;-0.69154;0.75211;-0.2287;0.60372;-1.0077;-0.31491;-1.17602;0.21488;1.75458
1;881796.4406;266666.6088;-0.97267;-0.61994;-0.80239;-0.51645;-0.07934;-1.32405;-0.75096;-0.21577;-2.17336
1;870564.7436;229007.4441;0.12993;0.72778;-0.0915;0.60985;-0.79799;-0.52013;-1.46121;-0.46568;-0.68454
1;933927.6126;230665.9533;0.25462;0.28554;0.47814;-0.10875;-0.73743;0.58753;-0.73642;-0.15183;-1.18986
1;855014.4339;253834.4273;1.1545;0.1389;-0.96483;1.17756;2.07109;-0.80858;-0.50939;1.04527;1.7056
1;875580.9478;246678.0533;-0.26112;-0.35496;0.44359;-0.05192;-1.15244;-0.95324;-1.17493;0.7178;-1.53119
1;912912.4712;256762.9336;-0.21466;0.13021;1.38511;-0.40104;0.64134;-0.40721;-0.37002;1.73306;-1.27011
1;894467.6343;259907.6429;-0.63422;0.02853;0.39687;-0.5531;-0.50688;-0.31216;-0.25943;-0.65985;-2.38549
1;845646.2004;212268.3665;0.55263;-0.13327;-0.00991;0.81553;1.68877;1.3995;1.90474;-1.39633;-0.5283
1;888632.1955;274613.2447;-0.31325;-0.1669;0.13249;0.05134;-0.76165;0.57366;-0.28815;0.25172;-2.90432
1;868237.5625;194328.8022;-0.47916;-0.25918;0.5537;0.17473;0.99752;-1.19481;1.82122;-1.00847;-2.41542
1;875854.8201;235124.7777;-0.2283;0.0805;0.45598;0.39139;-0.31433;-0.51443;-0.73993;0.34581;-1.00817
1;867362.653;275420.9107;-0.03028;-0.95605;0.5652;-0.40353;1.6634;-0.1384;-0.60411;0.74827;-2.97512
1;902966.7443;295430.1208;0.83233;0.70139;0.48109;-0.38127;-0.40399;-0.30281;-0.19179;-0.83041;-1.64383
1;884944.7856;244227.7112;-0.52305;-0.41656;-0.06768;-0.63348;-0.45703;-0.35576;-1.77906;-0.0345;0.11307
1;879494.2268;213711.1308;-0.34884;-0.32302;-0.03989;0.67765;-1.52224;0.14001;-0.63423;0.51056;-0.37898
1;872479.154;237503.5008;-0.39437;0.04523;0.36997;0.24893;0.17348;-0.7723;-1.14204;-0.15685;-1.24582
1;904212.1763;189797.3974;0.0468;-0.06566;-0.49531;0.06187;0.64017;0.274;-0.33194;0.05107;2.5233
1;923694.9262;248707.719;-0.02967;-0.00467;1.44212;0.11672;-0.04838;0.05046;0.50774;0.34968;-1.2345
1;942413.49;214324.7682;0.01965;0.06995;0.34784;0.27798;-1.02198;-0.95796;-1.13559;0.37079;-0.53626
1;874337.9386;283514.3173;0.14707;0.68866;0.36573;-0.72406;0.10041;-0.78452;-0.64994;0.03583;-1.51232
1;967352.4635;182947.5507;0.21564;-0.64252;0.4785;-0.49565;-0.04214;-1.03449;-0.85891;0.09299;0.3119
1;867157.8052;245220.0462;-0.68964;0.31683;-0.45496;0.89379;-0.01872;-1.13596;-1.15362;0.10757;-1.54605
1;847575.3027;180131.6558;-0.33076;-0.05604;0.16927;-0.19603;-1.05215;-1.28239;1.67016;-1.66927;2.6572
1;870324.9261;262563.3509;-0.43802;-0.20042;-0.77248;-0.45261;0.87614;-0.52383;-1.09514;1.0485;1.13466
1;847229.0049;199684.1596;-0.37092;0.0875;-0.00555;0.54325;0.88336;-0.19044;3.24697;-2.31289;-2.38987
1;922977.9089;173552.6103;0.09565;0.30878;0.25881;-0.37318;0.43706;0.90956;-0.17683;0.47048;2.7801
1;899472.493;217240.224;0.70795;-0.22203;-0.28675;1.43247;-2.02802;0.18948;-0.13056;0.96264;6.206
1;886110.9472;230991.641;-0.49314;-0.96817;0.41442;-0.6304;-0.0003;-0.64807;-0.92481;1.13032;-0.714
1;933024.2048;161170.5954;-1.13244;0.61529;-0.59761;-0.05449;1.1063;-0.89102;-0.69832;-0.21969;0.96007
1;911903.8585;212833.4124;-0.71494;-1.10561;-0.46066;1.06656;-0.00266;-0.88797;-0.90932;0.22483;1.68373
1;898652.1658;260808.7711;-0.1987;-0.07564;0.66033;-0.04077;-0.87172;0.63913;-0.23374;-0.17956;-2.07887
1;892686.7701;265731.6923;-0.61023;0.06662;0.24644;-0.61959;0.74083;0.92655;0.27317;-0.28693;-1.5547
1;849472.8937;160326.6052;0.26815;-0.35614;0.6436;-0.66318;-0.37982;0.85737;0.84371;-0.82926;0.67489
2;883664.3498;291444.1265;0.33667;0.41198;-0.58664;-0.47128;0.749;0.67641;-0.7667;0.4805;-2.05868
2;911237.5739;189268.1923;0.17724;-0.18137;-0.00892;0.1995;0.37832;-0.06711;-0.01799;0.81203;2.51304
2;870226.7514;300136.1557;0.14853;-0.00643;0.11542;0.58858;0.04083;0.979;-0.03933;-0.66761;-0.62471
2;892818.9554;282285.5481;0.3342;0.59195;-1.98434;-1.82183;-0.23272;0.21831;0.13488;3.93102;-2.03532
2;871407.1318;296119.3232;0.09617;0.11947;-0.02455;0.57893;-0.32212;0.56994;-0.59486;0.09438;-1.38205
2;898511.3289;276164.0885;-0.24169;0.12266;2.08139;0.12987;0.29207;1.05655;0.0935;1.42531;-0.94792
2;874496.8508;295932.5734;0.28996;0.23639;0.01042;0.39142;0.29381;0.47759;-0.22679;0.79108;-1.03443
2;896310.8277;278642.3913;0.09572;0.32693;0.87837;-0.65998;-0.03754;0.80547;-0.2498;1.70426;-1.25285
2;874190.4393;296314.8505;0.25633;0.10736;0.07404;0.21339;0.22681;0.60931;-0.19929;0.66879;-0.97737
2;878923.8052;296458.4096;0.59147;0.25675;0.07808;-0.2436;0.60939;0.40715;-1.21569;-0.12492;-1.59559
2;869812.8644;299591.6303;0.10038;-0.04481;-0.081;0.63658;0.11709;1.02941;-0.03117;-0.6374;-0.496
2;896140.3299;277933.426;0.09531;0.33734;0.43279;-0.78716;-0.03405;0.95579;-0.23267;1.72483;-1.29005
2;878789.2202;297062.9278;0.61332;0.25841;0.21137;-0.21304;0.54426;0.36153;-1.2665;-0.26605;-1.58665
2;891252.0707;283669.9015;0.23909;0.48817;0.10458;-1.20408;-0.16597;0.29232;-0.93769;1.80517;-1.58821
2;875302.3877;298775.8638;0.33741;0.04729;-0.17751;0.00492;0.65523;0.66739;-0.45879;0.73029;-1.05154
2;873452.4418;298491.994;0.23965;-0.01822;0.12427;0.28269;0.66097;0.7043;-0.20214;0.27238;-0.8735
2;904858.4017;272076.8924;0.04774;-0.21455;0.60132;-0.50933;0.06528;2.38743;0.1617;0.17299;-0.74265
2;911665.6464;188556.2286;0.19893;-0.18784;0.20785;0.47706;0.52118;-0.34289;0.24591;1.18274;2.47247
2;897405.168;275938.0413;-0.09235;0.16947;0.65003;-0.47559;0.08893;1.17824;0.02696;1.71039;-1.29077
2;859277.6595;298578.8782;-0.16838;0.06898;-0.04255;0.19539;0.99326;2.4404;0.45314;-0.45879;-0.16851
2;902012.6181;274934.6262;0.2125;-0.15038;0.09762;-0.92441;0.30297;1.95461;-0.00428;0.738;-0.81476
2;872764.5244;298431.3114;0.108;0.07078;0.14344;0.22434;0.56683;0.78898;-0.21576;-0.10574;-0.90079
2;876028.4052;297764.862;0.42762;0.22841;-0.35447;0.11806;0.60456;0.47887;-0.23208;1.27086;-1.21852
2;904682.8565;272390.5646;0.05385;-0.19531;0.36486;-0.57196;0.05308;2.40795;0.31241;0.45582;-0.76706
2;876677.4815;297559.0754;0.44903;0.24835;-0.40666;0.01846;0.56393;0.49471;-0.5114;0.9831;-1.18686
2;879058.3785;296902.3131;0.60207;0.25031;0.26153;-0.23444;0.65326;0.37563;-1.33035;-0.31236;-1.53797
2;876519.947;297214.4579;0.432;0.24039;-0.38738;0.07649;0.60045;0.43947;-0.25491;1.35698;-1.21483
2;881887.9858;292126.5552;0.41115;0.29894;-0.26942;-0.37004;0.8139;0.66112;-1.20842;-0.43987;-1.89649
2;868459.5818;297279.1568;0.16491;-0.08001;0.19938;0.63186;0.01249;1.18292;-0.37121;-0.1701;-0.313
2;873286.8579;297900.7841;0.23444;-0.02959;0.2595;0.31271;0.65892;0.69838;-0.20001;0.04722;-0.8677
2;911698.7518;190217.2835;0.19506;-0.18652;-0.1428;0.20264;0.26153;0.20952;-0.26618;0.30903;2.50747
2;863460.7831;298568.9122;0.07572;-0.0493;-0.24875;0.66584;0.32247;1.56485;0.64584;0.57911;-0.44713
2;868916.3751;299434.9587;0.18428;-0.02775;-0.1037;0.63838;0.14454;1.15918;-0.12885;-0.6985;-0.52406
2;879812.7068;297038.9154;0.57795;0.28397;-0.38268;-0.33435;0.67934;0.24532;-1.14625;0.45808;-1.61435
2;866533.1863;298648.5089;-0.00282;-0.04963;0.03039;0.76552;0.00404;1.32217;0.3475;0.8278;-0.59546
2;911369.7687;188594.1487;0.00798;-0.10117;0.33632;0.38087;0.58942;-0.3671;0.14375;1.07925;2.24601
2;860097.5378;298327.713;-0.12108;0.09714;-0.19478;0.10745;0.96926;2.37003;0.37322;-0.38937;-0.13744
2;911219.4241;190031.7035;0.18944;-0.1759;-0.12642;0.18324;0.26651;0.14495;-0.24516;0.40472;2.51033
2;876064.7223;300433.5763;0.33429;0.12126;0.16275;-0.13512;0.49716;0.58333;-0.90064;-0.35201;-0.75239
2;904248.2196;271189.2095;0.08198;-0.05089;-0.35318;-0.66065;-0.01657;2.25489;0.86424;1.65261;-0.58233
2;879325.9328;297896.0658;0.60373;0.30469;-0.52072;-0.33402;0.60224;0.21793;-1.01341;0.74595;-1.63688
2;911208.0875;188581.1967;0.01551;-0.09406;0.33128;0.3672;0.58039;-0.3686;0.10791;1.02602;2.25873
2;892835.1588;282065.7557;0.3215;0.5746;-1.87427;-1.76634;-0.21718;0.23644;0.11996;3.88176;-2.03719
2;874208.0489;295574.4631;0.26162;0.02414;0.07709;0.4569;-0.38127;0.43379;-0.50749;0.56347;-1.37043
2;875935.9887;295710.1275;0.30882;0.10373;0.83205;0.63162;0.77829;0.33099;-0.07281;1.20115;-1.21148
2;874209.7736;300462.8187;0.18471;0.02019;0.06919;0.11781;0.36454;0.87483;-0.71561;-0.09156;-0.69732
2;896081.1221;278378.2395;0.09245;0.32668;0.6855;-0.70118;-0.04698;0.86508;-0.26412;1.75246;-1.28402
2;874653.6668;298828.075;0.30549;0.00361;0.13593;0.1478;0.69092;0.69128;-0.42281;0.56412;-1.05384
2;891879.9527;283559.1405;0.24154;0.49337;0.29;-1.0831;-0.34119;0.22897;-0.97521;1.82032;-1.6376
2;875007.8159;295762.4216;0.39558;0.23927;-0.03715;0.31346;0.34772;0.44537;-0.06066;1.25372;-1.23087
2;868757.4055;299948.3663;0.08149;-0.09979;-0.07942;0.64751;0.12938;1.18944;-0.01962;-0.71837;-0.37526
2;899011.0246;274667.6401;0.09779;0.05256;0.62569;-0.6514;0.26014;1.69593;0.05167;1.12416;-0.49931
2;861866.1334;298200.7215;-0.11313;0.15225;-0.25925;0.53576;0.28903;1.92189;0.273;-0.26287;-0.24404
2;911136.2684;189396.7589;0.18071;-0.17877;-0.02746;0.20897;0.30971;-0.02923;-0.07422;0.7168;2.49341
2;898006.5967;278399.3377;0.08994;0.45691;0.17905;-0.90558;-0.17007;1.00504;-0.37643;1.24226;-1.39624
2;866452.0023;299518.5252;0.07283;0.06883;-0.95797;0.41205;-0.06504;1.43356;0.55209;0.80339;-0.51222
2;911160.6649;189496.269;0.18071;-0.17877;-0.02746;0.20897;0.30971;-0.02923;-0.07422;0.7168;2.49341
2;898462.6781;275141.7736;-0.14939;0.18482;0.54072;-0.54857;0.21584;1.42685;0.28935;1.76168;-0.72833
2;863890.8656;298514.6992;0.01294;0.00056;-0.19414;0.68547;0.28302;1.49001;0.66018;0.64375;-0.45246
2;868283.3526;299606.3462;0.1586;-0.07097;-0.09038;0.62535;0.15978;1.26485;-0.09223;-0.68584;-0.40338
2;860381.7408;300184.1449;-0.08432;0.02769;0.31181;0.64495;0.27527;2.10202;0.60971;-0.57537;-0.60879
2;881211.7917;292689.307;0.45417;0.36293;-0.61055;-0.35092;0.43235;0.55166;-0.98106;0.09107;-2.05485
2;876464.7007;298014.0577;0.45405;0.24156;-0.35742;0.02622;0.55244;0.5351;-0.61267;0.73376;-1.17444
2;880012.7509;292558.1371;0.46091;0.34514;-0.86781;-0.29825;0.35981;0.30954;0.09947;2.69873;-1.9696
2;865709.6033;300387.2542;-0.00661;0.10432;-0.6457;0.4639;0.01623;1.53659;0.69931;0.48562;-0.41227
2;873150.7064;297609.4721;0.19797;-0.0641;0.21465;0.24133;0.37728;0.69326;-0.19273;0.07363;-1.05159
2;899878.8752;275395.2641;0.21411;0.11027;0.47269;-0.88513;0.23867;1.5952;0.38164;1.70785;-0.79995
2;876833.6872;297401.7731;0.44754;0.24796;-0.38133;0.01995;0.56572;0.48478;-0.52393;0.9794;-1.1846
2;859094.5558;298554.8856;-0.19227;0.0563;0.00169;0.2211;1.0008;2.48471;0.42821;-0.52287;-0.1848
2;864094.5119;298529.2768;0.01679;0.005;-0.22735;0.66672;0.28025;1.4762;0.66215;0.67114;-0.45381
2;875932.8317;300314.1126;0.27888;0.05944;0.15557;-0.0865;0.3283;0.59856;-0.87161;-0.31646;-0.64947
2;872945.6941;297634.4888;0.17857;-0.03385;0.12125;0.37573;-0.06013;0.62889;-0.21973;0.02933;-1.31477
2;875823.4133;296463.3472;0.27886;0.04869;1.35644;0.84244;0.83441;0.33448;-0.17734;0.94866;-1.17577
2;904802.7736;270847.8012;-0.05167;-0.0484;-0.10187;-0.62607;0.11618;2.10968;0.72086;1.56114;-0.82459
2;860854.1343;299728.087;-0.08693;0.0233;0.37601;0.65447;0.29057;2.04927;0.50544;-0.52084;-0.59765
2;900435.7534;276027.3061;0.25562;0.23015;-0.92303;-1.51385;0.09945;1.74635;0.17044;1.60506;-1.0288
2;871072.183;299379.3666;0.04528;0.04318;0.03754;0.68738;0.08515;0.67651;-0.17891;-0.59432;-1.24559
2;876990.1211;295788.7018;0.36206;0.14703;0.73322;0.52891;0.57062;0.32002;-0.04701;1.56022;-1.27557
2;898513.4277;277063.719;0.00644;0.29999;0.37476;-0.61448;0.00657;1.00789;0.57561;2.67683;-1.13937
2;863231.2044;298565.1696;0.08452;-0.03635;-0.39893;0.60653;0.29759;1.61197;0.65323;0.55371;-0.45634
2;911004.9615;189492.3585;0.17878;-0.17691;-0.00349;0.20917;0.30916;-0.03594;-0.09297;0.69706;2.49902
2;877788.7306;294225.5497;0.3297;0.16615;0.73858;0.39142;0.39638;0.31249;-0.23418;1.54695;-1.50109
2;877431.7818;296490.789;0.45404;0.27909;-0.65822;-0.08326;0.55858;0.41844;-0.29332;1.44349;-1.22162
2;898058.4524;277492.9043;0.0586;0.34406;0.08191;-0.75865;-0.18925;0.94315;0.47414;2.61883;-1.20258
2;874100.3495;298265.0091;0.27314;-0.04061;0.49604;0.28747;0.72367;0.68565;-0.32988;0.32972;-1.05976
2;912053.8868;189219.123;0.17807;-0.21135;0.0305;0.24587;0.39628;-0.05103;0.04241;0.766;2.48354
2;910794.4224;253468.9497;0.08043;-0.05457;0.0868;-0.97648;0.14228;0.76021;-1.19496;0.23877;-1.65945
2;865177.2736;298271.2897;0.041;-0.01414;-0.12772;0.61786;-0.07512;1.37283;0.39108;0.44985;-0.57881
2;909990.2467;255631.0772;-0.07003;0.18442;-0.07217;-0.78542;-0.33234;0.50499;-0.66216;1.45346;-1.63585
2;902315.4777;273741.2292;0.18422;-0.15997;0.97932;-0.51586;0.0493;2.0777;-0.00474;0.24679;-0.59609
2;865752.3886;297005.8134;-0.00885;0.07267;0.01291;0.6018;-0.33805;1.41103;-0.15287;-0.08225;-0.3102
2;883091.527;291915.6161;0.39808;0.38531;-0.49129;-0.53662;0.71563;0.68768;-0.92478;0.24045;-2.0245
2;875067.8749;295729.0757;0.38687;0.2306;0.04144;0.35192;0.36573;0.42466;-0.01531;1.33847;-1.23273
2;879531.5901;296881.1245;0.55379;0.23879;0.02245;-0.21454;0.69153;0.288;-1.33597;-0.17326;-1.5966
2;869369.3899;299532.4253;0.18941;-0.02619;-0.10998;0.61813;0.14938;1.10464;-0.09811;-0.65457;-0.53343
2;880125.1286;293455.5404;0.51828;0.3549;-0.85597;-0.54226;0.30369;0.5667;-0.55909;0.95332;-1.8545
2;871298.075;298783.1729;0.00382;0.12737;0.08084;0.60591;0.03416;0.73388;-0.20999;-0.5229;-1.17508
2;868642.1131;297749.4227;0.16594;-0.02355;-0.16938;0.63729;-0.06508;1.08877;-0.22444;-0.00596;-0.57441
2;897073.6962;280068.6034;0.20541;0.29679;0.73883;-0.76233;-0.37546;0.86354;-1.07501;0.50491;-1.37913
2;893907.9069;281583.2868;0.28048;0.48516;0.29985;-1.36571;-0.31324;0.64698;-1.74411;-0.25485;-1.704
3;899174.0425;173388.4976;-0.1498;-0.61381;-0.01322;-0.22251;-0.38618;-0.82663;1.47431;-1.50237;3.9329
3;900655.5566;165535.3748;-0.39171;-0.47971;-0.36646;-0.20118;0.35796;-0.15723;1.30395;-1.16935;2.79488
3;867445.5494;175209.0882;-0.02299;0.77349;0.29045;-0.65475;0.16385;-1.80964;1.76792;-1.71973;0.48315
3;898050.0618;178127.1872;-0.24047;-0.34199;-0.05583;-0.10838;-0.61503;-0.3569;1.01311;-1.17551;2.54493
3;883434.0479;173917.1847;-0.10717;-1.08356;-0.17931;-0.01727;-0.81698;-1.28792;1.42668;-1.49221;2.78122
3;881415.6498;172398.5369;-0.13023;-0.18881;-0.46342;0.24198;-0.66578;-1.25033;1.84212;-1.09503;1.98516
3;902402.0803;174099.9544;-0.29524;-0.47957;-0.00192;0.046;-0.69107;-0.18486;1.40188;-1.36026;3.03876
3;903544.625;175051.4981;-0.29869;-0.21633;0.0406;0.20378;-1.45031;-0.22147;1.15634;-1.29397;2.16123
3;885137.2087;192965.9795;-0.33981;-0.59481;0.1998;0.16953;0.1458;-0.31092;-0.20926;-0.50683;0.0434
3;871270.5049;174110.1019;-0.2511;0.87462;-0.23308;-0.31;0.26758;-1.30648;2.1555;-1.10373;0.43904
3;879368.884;173704.2327;-0.13429;-0.02414;-0.03431;0.2632;-0.40622;-1.06406;2.1632;-1.1176;1.2562
3;900557.6218;166121.5056;-0.38143;-0.48013;-0.21847;-0.17462;0.35828;-0.20735;1.23141;-1.31401;2.83365
3;874666.095;172631.2104;-0.30926;0.21169;-0.11547;0.20281;-0.01918;-0.61768;2.02219;-1.78187;1.20574
3;885496.2253;191907.7935;-0.34393;-0.57954;-0.09327;0.01358;0.30694;-0.3209;-0.28591;-0.27757;0.09718
3;877984.5827;172247.1301;-0.22513;-0.03584;-0.08079;0.38527;-0.36338;-0.76274;1.93447;-1.45964;1.26237
3;871722.7704;173059.8828;-0.23995;0.75219;-0.13811;-0.10042;0.21804;-1.07074;2.17842;-1.02582;0.6395
3;879524.9393;169272.794;-0.35127;-0.06544;-0.09677;0.50909;-0.15111;-0.69259;1.70745;-0.84565;1.59336
3;901230.9534;179109.2275;-0.3016;-0.318;0.11359;0.05471;-0.75678;-0.33731;0.88905;-1.15446;2.34916
3;887498.2742;162735.9656;0.00124;-0.08914;-0.01962;-0.66715;-0.30906;-0.18771;0.73996;-1.04279;0.79891
3;896864.584;177105.3474;-0.22661;-0.44427;-0.26334;-0.17521;-0.48548;-0.71209;1.11561;-0.9478;2.85244
3;898369.0675;164964.9675;-0.43451;-0.40668;-0.57782;-0.41068;0.40932;-0.53278;1.42253;-1.19401;2.92625
3;875773.8819;169902.5823;-0.39617;0.1282;-0.15502;0.61737;-0.00119;-0.32205;1.74423;-1.77715;0.9076
3;890243.753;194978.6123;-0.53784;0.03306;-0.03573;0.21426;-0.34587;0.07466;-0.09294;-0.03736;0.74504
3;886889.7822;192916.9491;-0.49309;-0.20327;-0.08955;0.40217;0.25022;-0.01526;-0.15439;-0.43854;0.81351
3;887000.0003;186955.6681;-0.36645;-0.4231;-0.41024;-0.08596;0.01864;-0.59699;-0.51128;-0.21843;0.21569
3;896342.8366;164107.7776;-0.40617;-0.3484;-0.7128;-0.61715;0.32512;-0.78258;1.46824;-1.35947;2.6906
3;869917.305;171775.1429;-0.09093;0.66985;0.22713;-0.05748;0.23154;-0.85196;2.13871;-1.0206;1.30846
3;873732.3008;173067.2195;-0.23697;0.4385;-0.15712;0.03908;0.03974;-0.82903;1.88205;-1.84591;0.56382
3;889791.8456;194169.8825;-0.5138;0.00975;-0.00908;0.28804;-0.38652;0.18944;-0.26198;-0.23927;0.87136
3;901792.9379;165979.7457;-0.25684;-0.56152;-0.22299;0.16855;-0.08097;-0.01308;1.29122;-1.10145;2.86614
3;879566.5463;170782.419;-0.36262;0.0226;0.10035;0.48236;-0.28022;-0.83995;1.69735;-1.23103;1.50634
3;884062.9877;175915.818;-0.19974;-1.26267;-0.08634;0.07265;-0.57137;-1.09041;1.21948;-1.39378;2.80145
3;877496.5247;173581.4351;-0.17471;-0.01973;-0.16062;0.1861;-0.29113;-0.9107;1.99409;-1.60262;0.95893
3;872845.0173;172403.1668;-0.15002;0.68523;-0.23872;-0.10552;0.12635;-0.66967;1.90445;-1.64128;0.75969
3;901901.7425;175219.6403;-0.2322;-0.43044;-0.0646;0.0662;-0.85221;-0.28305;1.47163;-1.40942;3.07786
3;871435.0949;170149.4281;-0.04286;0.61388;-0.05931;0.10821;0.10501;-0.30893;1.83759;-1.63653;1.45975
3;889812.3234;189683.4667;-0.70178;0.07736;-0.33843;0.72484;-0.16871;0.15016;-0.46897;-0.07403;0.82747
3;896936.0468;163853.8244;-0.26337;-0.34024;-0.58459;-0.5499;0.17992;-0.60269;1.38579;-1.38593;2.49022
3;887950.7203;162992.1464;0.01697;-0.05162;-0.10113;-0.82777;-0.08266;-0.21331;0.74636;-1.12216;0.89152
3;903434.9311;175162.2362;-0.34023;-0.23255;0.051;0.1634;-1.47393;-0.23923;1.16728;-1.31263;2.18553
3;885700.4696;177708.2027;-0.4246;-1.49541;-0.33357;0.1962;-0.61174;-0.96044;1.01081;-1.23572;3.18669
3;876515.6141;170812.2151;-0.41803;-0.07868;-0.21525;0.61273;-0.43806;-0.54958;1.84692;-1.58839;1.06726
3;898585.9558;173429.7567;-0.30379;-0.67534;-0.20708;-0.29535;-0.0448;-1.01986;1.60408;-1.38981;4.19625
3;901916.9165;178830.6757;-0.35691;-0.3129;0.1142;-0.03049;-0.43911;-0.41138;0.92227;-1.15242;2.45299
3;901859.4037;179163.0316;-0.31841;-0.11131;0.11134;0.01039;-0.30594;-0.43897;0.84188;-1.14643;2.20428
3;878906.5743;174045.0514;-0.13148;-0.00414;-0.05675;0.20609;-0.2651;-1.10601;2.21272;-1.06307;1.01659
3;899950.7873;163613.2397;-0.35892;-0.40066;-0.08849;-0.14611;0.55465;-0.04265;1.25372;-1.34985;2.503
3;890100.6772;162430.9892;-0.54291;0.11185;-0.81688;-0.58444;-0.28505;-0.62639;1.07883;-1.2485;1.65852
3;872779.2686;172872.4706;-0.13346;0.67654;-0.53834;-0.222;0.15619;-0.88582;2.07266;-1.19981;0.24814
3;869873.4279;169662.2652;0.00357;0.61775;0.09682;0.04037;0.09628;-0.33843;2.2869;-0.69914;1.81744
3;889905.1022;190170.6583;-0.68549;0.10079;-0.44894;0.67827;-0.19762;0.18645;-0.55226;-0.14856;0.85359
3;900824.382;167106.2995;-0.20415;-0.50058;-0.32862;-0.03538;0.05739;-0.2617;1.31648;-1.11181;2.92418
3;900644.6543;165288.1784;-0.39995;-0.48505;-0.38479;-0.19627;0.36142;-0.13006;1.31642;-1.15169;2.77942
3;898669.4927;164663.0884;-0.4835;-0.46505;-0.21145;-0.2349;0.46096;-0.45988;1.34481;-1.34217;2.91404
3;888509.7557;163945.4153;-0.45723;-0.32722;-0.53045;-0.51667;-0.1615;-0.82116;1.06447;-0.82856;1.60651
3;872894.9661;170708.3629;-0.07794;0.56004;-0.00082;0.20338;0.15541;-0.30376;1.85289;-1.73671;1.38018
3;875347.275;169796.4765;-0.44134;0.57298;-0.09497;0.63327;-0.08516;-0.24226;1.77191;-1.79422;0.61035
3;900258.3424;174075.4676;-0.21878;-0.62987;-0.09897;-0.12044;-0.55752;-0.58736;1.51816;-1.42897;3.81445
3;900150.6641;180228.1807;-0.35573;-0.39382;0.10649;0.01432;-0.57564;-0.16746;0.79252;-1.12925;2.44661
3;881368.7899;169979.0681;-0.67682;-0.41229;0.18573;0.35198;-0.25728;-1.04233;1.91812;-0.3384;2.34227
3;888374.3254;188832.4245;-0.55019;-0.16501;-0.24408;0.50463;-0.08312;-0.21572;-0.46752;-0.10327;0.55279
3;874758.161;170530.3684;-0.39768;0.59453;-0.10723;0.58894;-0.26791;-0.3872;1.80416;-1.81814;0.39478
3;896629.7418;165856.5088;-0.59157;-0.47067;-0.9245;-0.61921;0.65064;-1.01854;1.60539;-1.14933;3.4974
3;869756.1942;172267.8315;-0.08841;0.67565;0.17452;-0.14483;0.22727;-0.95091;2.14332;-1.02629;1.27925
3;901254.5064;165697.5342;-0.13684;-0.56607;-0.08166;0.0856;-0.04678;-0.00251;1.21139;-1.25345;2.81261
3;881503.6024;170013.3212;-0.67682;-0.41229;0.18573;0.35198;-0.25728;-1.04233;1.91812;-0.3384;2.34227
3;883091.3437;174041.0732;-0.16286;-0.82017;-0.1937;-0.02702;-0.72791;-1.25456;1.49377;-1.49034;2.55964
3;897543.9419;178004.4968;-0.23916;-0.35319;0.05383;-0.15669;-0.42672;-0.40482;0.92392;-1.28683;2.64323
3;900676.0497;175313.283;-0.19947;-0.37618;0.09846;-0.07791;-0.64702;-0.48949;1.48845;-1.47078;3.13323
3;887959.5784;192898.8283;-0.52227;-0.18115;-0.06424;0.54634;0.10524;0.12353;-0.26987;-0.52207;0.8066
3;888942.18;163768.0569;-0.45871;-0.32552;-0.49216;-0.51048;-0.15889;-0.84374;1.08673;-0.85543;1.6096
3;878282.6254;169303.6348;-0.37891;-0.15903;-0.08204;0.56991;-0.24105;-0.54782;1.67096;-1.15115;1.43304
3;868638.624;170639.815;0.08083;0.72047;-0.20147;-0.31274;-0.01856;-0.53284;2.12287;-1.11105;1.87232
3;881736.8239;172510.9007;-0.10408;-0.1804;-0.45774;0.20119;-0.68726;-1.27988;1.75932;-1.26027;2.01407
3;898757.2876;177881.0467;-0.22957;-0.34542;0.05947;-0.06532;-0.50861;-0.3366;1.10992;-1.2072;2.62568
3;898875.1359;179739.1667;-0.39961;-0.43833;0.0862;0.08217;-0.61236;-0.04305;0.97462;-1.16365;2.34844
3;890991.6138;163871.8624;-0.77752;-0.29719;-0.148;-0.22988;0.06868;-1.14883;1.21913;-1.25867;2.22218
3;895333.7212;164197.4127;-0.43642;-0.34836;-0.78995;-0.62519;0.28626;-1.01256;1.63164;-1.21705;2.8631
3;873525.5789;173660.6643;-0.22671;0.43943;-0.11392;-0.04396;0.03657;-0.95251;1.84267;-1.95742;0.5436
3;888673.1125;188921.1447;-0.55617;-0.14035;-0.49242;0.47745;-0.08432;-0.19187;-0.27495;0.29734;0.5324
3;870260.5736;174906.4888;-0.11768;0.77647;0.30978;-0.34298;0.22661;-1.60287;2.0608;-1.06807;-0.14521
3;899641.5107;163836.7381;-0.57988;-0.38522;-0.23923;-0.11822;0.51484;-0.22591;1.29194;-1.32514;2.47355
3;902522.7778;177555.9747;-0.22938;-0.32025;0.00216;-0.12454;-0.66341;-0.37593;1.19774;-1.18204;2.71754
3;900494.896;168028.6033;-0.55843;-0.68891;-0.10047;0.07373;-0.0659;-0.49979;1.28886;-1.37985;3.5256
3;894937.1742;177833.1036;-0.42569;-1.08032;-0.23654;0.01959;-0.74952;-0.84776;0.79233;-1.25285;3.18966
3;871708.3765;173972.7689;-0.27226;0.84896;-0.14078;-0.18257;0.30989;-1.27194;2.27319;-0.8877;0.42755
